"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ASUNCION (000)",7890,1895,178,2934,2072,154,392,98,167
"Hombres (001)",3779,578,93,1537,1082,105,255,52,77
"Mujeres (002)",4111,1317,85,1397,990,49,137,46,90
"PEA (003)",2370,463,6,660,622,94,323,65,137
"Hombres (004)",1771,328,6,542,488,75,230,33,69
"Mujeres (005)",599,135,,118,134,19,93,32,68
"Ocupada (006)",2278,446,6,632,590,93,318,61,132
"Hombres (007)",1694,314,6,518,460,74,226,30,66
"Mujeres (008)",584,132,,114,130,19,92,31,66
"Desocupada (009)",92,17,,28,32,1,5,4,5
"Hombres (010)",77,14,,24,28,1,4,3,3
"Mujeres (011)",15,3,,4,4,,1,1,2
"No PEA (012)",5520,1432,172,2274,1450,60,69,33,30
"Hombres (013)",2008,250,87,995,594,30,25,19,8
"Mujeres (014)",3512,1182,85,1279,856,30,44,14,22
,,,,,,,,,
"URBANA (018)",1942,152,58,590,568,93,286,71,124
"Hombres (019)",971,34,30,295,278,67,174,36,57
"Mujeres (020)",971,118,28,295,290,26,112,35,67
"PEA (021)",847,38,,131,214,70,237,51,106
"Hombres (022)",536,19,,82,143,57,161,23,51
"Mujeres (023)",311,19,,49,71,13,76,28,55
"Ocupada (024)",821,37,,124,206,69,234,48,103
"Hombres (025)",516,18,,77,136,56,159,20,50
"Mujeres (026)",305,19,,47,70,13,75,28,53
"Desocupada (027)",26,1,,7,8,1,3,3,3
"Hombres (028)",20,1,,5,7,1,2,3,1
"Mujeres (029)",6,,,2,1,,1,,2
"No PEA (030)",1095,114,58,459,354,23,49,20,18
"Hombres (031)",435,15,30,213,135,10,13,13,6
"Mujeres (032)",660,99,28,246,219,13,36,7,12
,,,,,,,,,
"RURAL (036)",5948,1743,120,2344,1504,61,106,27,43
"Hombres (037)",2808,544,63,1242,804,38,81,16,20
"Mujeres (038)",3140,1199,57,1102,700,23,25,11,23
"PEA (039)",1523,425,6,529,408,24,86,14,31
"Hombres (040)",1235,309,6,460,345,18,69,10,18
"Mujeres (041)",288,116,,69,63,6,17,4,13
"Ocupada (042)",1457,409,6,508,384,24,84,13,29
"Hombres (043)",1178,296,6,441,324,18,67,10,16
"Mujeres (044)",279,113,,67,60,6,17,3,13
"Desocupada (045)",66,16,,21,24,,2,1,2
"Hombres (046)",57,13,,19,21,,2,,2
"Mujeres (047)",9,3,,2,3,,,1,
"No PEA (048)",4425,1318,114,1815,1096,37,20,13,12
"Hombres (049)",1573,235,57,782,459,20,12,6,2
"Mujeres (050)",2852,1083,57,1033,637,17,8,7,10
