"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SECHURA (000)",62319,1668,20799,18074,11213,7545,3020
"Hombres (001)",31233,808,10488,8878,5634,3896,1529
"Mujeres (002)",31086,860,10311,9196,5579,3649,1491
"Viviendas particulares (003)",61873,1665,20789,17864,11092,7456,3007
"Hombres (004)",30852,807,10479,8701,5530,3815,1520
"Mujeres (005)",31021,858,10310,9163,5562,3641,1487
"Viviendas colectivas (006)",274,3,7,134,79,46,5
"Hombres (007)",226,1,6,113,64,40,2
"Mujeres (008)",48,2,1,21,15,6,3
"Otro tipo (009)",172,,3,76,42,43,8
"Hombres (010)",155,,3,64,40,41,7
"Mujeres (011)",17,,,12,2,2,1
,,,,,,,
"URBANA (012)",58497,1560,19557,16909,10596,7054,2821
"Hombres (013)",29225,747,9869,8260,5302,3628,1419
"Mujeres (014)",29272,813,9688,8649,5294,3426,1402
"Viviendas particulares (015)",58051,1557,19547,16699,10475,6965,2808
"Hombres (016)",28844,746,9860,8083,5198,3547,1410
"Mujeres (017)",29207,811,9687,8616,5277,3418,1398
"Viviendas colectivas (018)",274,3,7,134,79,46,5
"Hombres (019)",226,1,6,113,64,40,2
"Mujeres (020)",48,2,1,21,15,6,3
"Otro tipo (021)",172,,3,76,42,43,8
"Hombres (022)",155,,3,64,40,41,7
"Mujeres (023)",17,,,12,2,2,1
,,,,,,,
"RURAL (024)",3822,108,1242,1165,617,491,199
"Hombres (025)",2008,61,619,618,332,268,110
"Mujeres (026)",1814,47,623,547,285,223,89
"Viviendas particulares (027)",3822,108,1242,1165,617,491,199
"Hombres (028)",2008,61,619,618,332,268,110
"Mujeres (029)",1814,47,623,547,285,223,89
