"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUARI (000)",62598,61594,637,367
"Hombres (001)",32135,31778,179,178
"Mujeres (002)",30463,29816,458,189
"Menores de 1 año (003)",1195,1032,78,85
"Hombres (004)",587,505,37,45
"Mujeres (005)",608,527,41,40
"De 1 a 5 años (006)",6842,6533,67,242
"Hombres (007)",3468,3310,33,125
"Mujeres (008)",3374,3223,34,117
"De 6 a 14 años (009)",13731,13716,6,9
"Hombres (010)",6923,6916,5,2
"Mujeres (011)",6808,6800,1,7
"De 15 a 29 años (012)",15404,15395,9,
"Hombres (013)",8342,8336,6,
"Mujeres (014)",7062,7059,3,
"De 30 a 44 años (015)",10861,10825,29,7
"Hombres (016)",5897,5887,9,1
"Mujeres (017)",4964,4938,20,6
"De 45 a 64 años (018)",8980,8888,87,5
"Hombres (019)",4397,4370,26,1
"Mujeres (020)",4583,4518,61,4
"De 65 a más años (021)",5585,5205,361,19
"Hombres (022)",2521,2454,63,4
"Mujeres (023)",3064,2751,298,15
,,,,
"URBANA (024)",22313,22004,198,111
"Hombres (025)",11249,11133,58,58
"Mujeres (026)",11064,10871,140,53
"Menores de 1 año (027)",432,365,42,25
"Hombres (028)",206,174,19,13
"Mujeres (029)",226,191,23,12
"De 1 a 5 años (030)",2359,2249,30,80
"Hombres (031)",1211,1156,12,43
"Mujeres (032)",1148,1093,18,37
"De 6 a 14 años (033)",4715,4714,1,
"Hombres (034)",2450,2449,1,
"Mujeres (035)",2265,2265,,
"De 15 a 29 años (036)",5620,5619,1,
"Hombres (037)",2910,2909,1,
"Mujeres (038)",2710,2710,,
"De 30 a 44 años (039)",4091,4084,6,1
"Hombres (040)",2030,2027,2,1
"Mujeres (041)",2061,2057,4,
"De 45 a 64 años (042)",3203,3186,17,
"Hombres (043)",1584,1579,5,
"Mujeres (044)",1619,1607,12,
"De 65 a más años (045)",1893,1787,101,5
"Hombres (046)",858,839,18,1
"Mujeres (047)",1035,948,83,4
,,,,
"RURAL (048)",40285,39590,439,256
"Hombres (049)",20886,20645,121,120
"Mujeres (050)",19399,18945,318,136
"Menores de 1 año (051)",763,667,36,60
"Hombres (052)",381,331,18,32
"Mujeres (053)",382,336,18,28
"De 1 a 5 años (054)",4483,4284,37,162
"Hombres (055)",2257,2154,21,82
"Mujeres (056)",2226,2130,16,80
"De 6 a 14 años (057)",9016,9002,5,9
"Hombres (058)",4473,4467,4,2
"Mujeres (059)",4543,4535,1,7
"De 15 a 29 años (060)",9784,9776,8,
"Hombres (061)",5432,5427,5,
"Mujeres (062)",4352,4349,3,
"De 30 a 44 años (063)",6770,6741,23,6
"Hombres (064)",3867,3860,7,
"Mujeres (065)",2903,2881,16,6
"De 45 a 64 años (066)",5777,5702,70,5
"Hombres (067)",2813,2791,21,1
"Mujeres (068)",2964,2911,49,4
"De 65 a más años (069)",3692,3418,260,14
"Hombres (070)",1663,1615,45,3
"Mujeres (071)",2029,1803,215,11
