"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RECUAY (000)",18746,313,5217,4626,3195,3236,2159
"Jefe o Jefa (001)",5047,,6,558,1234,1868,1381
"Esposa(o) / compañera(o) (002)",2654,,5,414,836,934,465
"Hijo(a) / hijastro(a) (003)",7587,172,3718,2743,749,202,3
"Yerno / nuera (004)",314,,2,174,116,22,
"Nieto(a) (005)",1521,117,1115,272,15,2,
"Padres / suegros (006)",237,,,1,2,36,198
"Otro(a) pariente (007)",1183,22,343,378,192,146,102
"Trabajador(a) del hogar (008)",12,,1,7,2,1,1
"Pensionistas (009)",1,,,,1,,
"Otro(a) no pariente (010)",190,2,27,79,48,25,9
"Hombres (011)",9073,149,2649,2313,1481,1535,946
"Jefe o Jefa (012)",3321,,4,366,871,1257,823
"Esposa(o) / compañera(o) (013)",188,,3,41,51,61,32
"Hijo(a) / hijastro(a) (014)",3800,75,1864,1429,334,97,1
"Yerno / nuera (015)",178,,1,81,77,19,
"Nieto(a) (016)",788,59,577,142,9,1,
"Padres / suegros (017)",63,,,1,,13,49
"Otro(a) pariente (018)",614,13,185,205,106,69,36
"Trabajador(a) del hogar (019)",1,,1,,,,
"Pensionistas (020)",1,,,,1,,
"Otro(a) no pariente (021)",119,2,14,48,32,18,5
"Mujeres (022)",9673,164,2568,2313,1714,1701,1213
"Jefe o Jefa (023)",1726,,2,192,363,611,558
"Esposa(o) / compañera(o) (024)",2466,,2,373,785,873,433
"Hijo(a) / hijastro(a) (025)",3787,97,1854,1314,415,105,2
"Yerno / nuera (026)",136,,1,93,39,3,
"Nieto(a) (027)",733,58,538,130,6,1,
"Padres / suegros (028)",174,,,,2,23,149
"Otro(a) pariente (029)",569,9,158,173,86,77,66
"Trabajador(a) del hogar (030)",11,,,7,2,1,1
"Otro(a) no pariente (032)",71,,13,31,16,7,4
,,,,,,,
"URBANA (033)",10563,184,2850,2621,1826,1823,1259
"Jefe o Jefa (034)",2846,,3,306,691,1038,808
"Esposa(o) / compañera(o) (035)",1470,,3,219,457,528,263
"Hijo(a) / hijastro(a) (036)",4185,99,1934,1570,452,129,1
"Yerno / nuera (037)",201,,2,107,79,13,
"Nieto(a) (038)",919,76,689,145,7,2,
"Padres / suegros (039)",140,,,1,,19,120
"Otro(a) pariente (040)",704,8,208,228,112,87,61
"Trabajador(a) del hogar (041)",8,,1,4,2,,1
"Pensionistas (042)",1,,,,1,,
"Otro(a) no pariente (043)",89,1,10,41,25,7,5
"Hombres (044)",5025,90,1468,1285,811,843,528
"Jefe o Jefa (045)",1793,,2,190,469,674,458
"Esposa(o) / compañera(o) (046)",112,,2,28,25,38,19
"Hijo(a) / hijastro(a) (047)",2065,45,967,801,188,64,
"Yerno / nuera (048)",116,,1,52,52,11,
"Nieto(a) (049)",477,39,365,69,3,1,
"Padres / suegros (050)",35,,,1,,8,26
"Otro(a) pariente (051)",371,5,122,122,58,42,22
"Trabajador(a) del hogar (052)",1,,1,,,,
"Pensionistas (053)",1,,,,1,,
"Otro(a) no pariente (054)",54,1,8,22,15,5,3
"Mujeres (055)",5538,94,1382,1336,1015,980,731
"Jefe o Jefa (056)",1053,,1,116,222,364,350
"Esposa(o) / compañera(o) (057)",1358,,1,191,432,490,244
"Hijo(a) / hijastro(a) (058)",2120,54,967,769,264,65,1
"Yerno / nuera (059)",85,,1,55,27,2,
"Nieto(a) (060)",442,37,324,76,4,1,
"Padres / suegros (061)",105,,,,,11,94
"Otro(a) pariente (062)",333,3,86,106,54,45,39
"Trabajador(a) del hogar (063)",7,,,4,2,,1
"Otro(a) no pariente (065)",35,,2,19,10,2,2
,,,,,,,
"RURAL (066)",8183,129,2367,2005,1369,1413,900
"Jefe o Jefa (067)",2201,,3,252,543,830,573
"Esposa(o) / compañera(o) (068)",1184,,2,195,379,406,202
"Hijo(a) / hijastro(a) (069)",3402,73,1784,1173,297,73,2
"Yerno / nuera (070)",113,,,67,37,9,
"Nieto(a) (071)",602,41,426,127,8,,
"Padres / suegros (072)",97,,,,2,17,78
"Otro(a) pariente (073)",479,14,135,150,80,59,41
"Trabajador(a) del hogar (074)",4,,,3,,1,
"Otro(a) no pariente (076)",101,1,17,38,23,18,4
"Hombres (077)",4048,59,1181,1028,670,692,418
"Jefe o Jefa (078)",1528,,2,176,402,583,365
"Esposa(o) / compañera(o) (079)",76,,1,13,26,23,13
"Hijo(a) / hijastro(a) (080)",1735,30,897,628,146,33,1
"Yerno / nuera (081)",62,,,29,25,8,
"Nieto(a) (082)",311,20,212,73,6,,
"Padres / suegros (083)",28,,,,,5,23
"Otro(a) pariente (084)",243,8,63,83,48,27,14
"Otro(a) no pariente (087)",65,1,6,26,17,13,2
"Mujeres (088)",4135,70,1186,977,699,721,482
"Jefe o Jefa (089)",673,,1,76,141,247,208
"Esposa(o) / compañera(o) (090)",1108,,1,182,353,383,189
"Hijo(a) / hijastro(a) (091)",1667,43,887,545,151,40,1
"Yerno / nuera (092)",51,,,38,12,1,
"Nieto(a) (093)",291,21,214,54,2,,
"Padres / suegros (094)",69,,,,2,12,55
"Otro(a) pariente (095)",236,6,72,67,32,32,27
"Trabajador(a) del hogar (096)",4,,,3,,1,
"Otro(a) no pariente (098)",36,,11,12,6,5,2
