"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ACOMAYO (000)",18583,6289,913,264,11128
"Conviviente (001)",4598,1242,194,57,3108
"Separado(a) (002)",320,55,13,9,243
"Casado(a) (003)",6203,1663,431,98,4016
"Viudo(a) (004)",1720,414,35,13,1259
"Divorciado(a) (005)",63,12,5,2,44
"Soltero(a) (006)",5679,2903,235,85,2458
"Hombres (008)",9059,2971,512,161,5425
"Conviviente (009)",2237,510,116,34,1580
"Separado(a) (010)",88,14,5,4,65
"Casado(a) (011)",3024,778,248,62,1940
"Viudo(a) (012)",434,91,11,7,326
"Divorciado(a) (013)",25,6,3,2,14
"Soltero(a) (014)",3251,1572,129,52,1500
"Mujeres (016)",9524,3318,401,103,5703
"Conviviente (017)",2361,732,78,23,1528
"Separado(a) (018)",232,41,8,5,178
"Casado(a) (019)",3179,885,183,36,2076
"Viudo(a) (020)",1286,323,24,6,933
"Divorciado(a) (021)",38,6,2,,30
"Soltero(a) (022)",2428,1331,106,33,958
,,,,,
"URBANA (024)",10065,2601,728,213,6529
"Conviviente (025)",2460,470,153,40,1797
"Separado(a) (026)",192,21,9,8,154
"Casado(a) (027)",3446,553,351,87,2459
"Viudo(a) (028)",844,141,21,8,675
"Divorciado(a) (029)",38,2,5,2,29
"Soltero(a) (030)",3085,1414,189,68,1415
"Hombres (032)",4866,1254,403,131,3083
"Conviviente (033)",1189,186,88,25,890
"Separado(a) (034)",49,6,3,4,36
"Casado(a) (035)",1662,256,200,56,1153
"Viudo(a) (036)",211,37,7,5,163
"Divorciado(a) (037)",13,1,3,2,7
"Soltero(a) (038)",1742,768,102,39,834
"Mujeres (040)",5199,1347,325,82,3446
"Conviviente (041)",1271,284,65,15,907
"Separado(a) (042)",143,15,6,4,118
"Casado(a) (043)",1784,297,151,31,1306
"Viudo(a) (044)",633,104,14,3,512
"Divorciado(a) (045)",25,1,2,,22
"Soltero(a) (046)",1343,646,87,29,581
,,,,,
"RURAL (048)",8518,3688,185,51,4599
"Conviviente (049)",2138,772,41,17,1311
"Separado(a) (050)",128,34,4,1,89
"Casado(a) (051)",2757,1110,80,11,1557
"Viudo(a) (052)",876,273,14,5,584
"Divorciado(a) (053)",25,10,,,15
"Soltero(a) (054)",2594,1489,46,17,1043
"Hombres (056)",4193,1717,109,30,2342
"Conviviente (057)",1048,324,28,9,690
"Separado(a) (058)",39,8,2,,29
"Casado(a) (059)",1362,522,48,6,787
"Viudo(a) (060)",223,54,4,2,163
"Divorciado(a) (061)",12,5,,,7
"Soltero(a) (062)",1509,804,27,13,666
"Mujeres (064)",4325,1971,76,21,2257
"Conviviente (065)",1090,448,13,8,621
"Separado(a) (066)",89,26,2,1,60
"Casado(a) (067)",1395,588,32,5,770
"Viudo(a) (068)",653,219,10,3,421
"Divorciado(a) (069)",13,5,,,8
"Soltero(a) (070)",1085,685,19,4,377
