"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia VICTOR FAJARDO",,,,,,,,,
"Viviendas particulares (001)",4000,723,247,82,271,17,24,49,2587
"Ocupantes presentes (002)",13576,2188,946,274,950,80,82,166,8890
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3956,719,245,81,269,17,24,49,2552
"Ocupantes presentes (005)",13436,2177,933,270,946,80,82,166,8782
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,1,,,2,,,,12
"Ocupantes presentes (011)",34,5,,,4,,,,25
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",25,3,2,1,,,,,19
"Ocupantes presentes (014)",91,6,13,4,,,,,68
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,,,,,2
"Ocupantes presentes (017)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3276,681,230,71,206,16,19,25,2028
"Ocupantes presentes (029)",11209,2047,911,239,741,79,64,84,7044
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3234,677,228,70,204,16,19,25,1995
"Ocupantes presentes (032)",11076,2036,898,235,737,79,64,84,6943
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,1,,,2,,,,12
"Ocupantes presentes (038)",34,5,,,4,,,,25
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",25,3,2,1,,,,,19
"Ocupantes presentes (041)",91,6,13,4,,,,,68
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",724,42,17,11,65,1,5,24,559
"Ocupantes presentes (056)",2367,141,35,35,209,1,18,82,1846
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",722,42,17,11,65,1,5,24,557
"Ocupantes presentes (059)",2360,141,35,35,209,1,18,82,1839
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,,,,,2
"Ocupantes presentes (071)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
