"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia VIRU",,,,,,,,,
"Viviendas particulares (001)",7547,2829,2779,550,464,16,21,7,881
"Ocupantes presentes (002)",33103,12046,12722,2413,2103,69,87,33,3630
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6684,2552,2432,482,413,8,12,7,778
"Ocupantes presentes (005)",30350,11110,11619,2216,1921,38,50,33,3363
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",79,12,27,2,2,,1,,35
"Ocupantes presentes (008)",247,36,109,3,4,,2,,93
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",371,80,168,39,32,7,7,,38
"Ocupantes presentes (011)",1123,268,511,96,108,25,31,,84
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",205,43,110,17,4,1,,,30
"Ocupantes presentes (014)",673,154,346,64,13,6,,,90
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",190,136,33,9,11,,1,,
"Ocupantes presentes (020)",648,448,115,30,51,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,3,9,1,2,,,,
"Ocupantes presentes (023)",58,26,22,4,6,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7134,2670,2742,547,454,15,21,7,678
"Ocupantes presentes (029)",31233,11344,12559,2402,2063,65,87,33,2680
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6272,2394,2395,479,403,7,12,7,575
"Ocupantes presentes (032)",28495,10423,11456,2205,1881,34,50,33,2413
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",79,12,27,2,2,,1,,35
"Ocupantes presentes (035)",247,36,109,3,4,,2,,93
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",371,80,168,39,32,7,7,,38
"Ocupantes presentes (038)",1123,268,511,96,108,25,31,,84
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",205,43,110,17,4,1,,,30
"Ocupantes presentes (041)",673,154,346,64,13,6,,,90
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",190,136,33,9,11,,1,,
"Ocupantes presentes (047)",648,448,115,30,51,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,2,9,1,2,,,,
"Ocupantes presentes (050)",43,11,22,4,6,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,3,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",413,159,37,3,10,1,,,203
"Ocupantes presentes (056)",1870,702,163,11,40,4,,,950
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",412,158,37,3,10,1,,,203
"Ocupantes presentes (059)",1855,687,163,11,40,4,,,950
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",15,15,,,,,,,
"Otro tipo",,,,,,,,,
