"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ESPINAR (000)",62698,1110,22316,15618,11108,8516,4030
"Hombres (001)",31489,575,11461,7708,5531,4356,1858
"Mujeres (002)",31209,535,10855,7910,5577,4160,2172
"Viviendas particulares (003)",60806,1101,22210,15049,10355,8080,4011
"Hombres (004)",29953,570,11409,7293,4882,3951,1848
"Mujeres (005)",30853,531,10801,7756,5473,4129,2163
"Viviendas colectivas (006)",1780,9,87,537,715,420,12
"Hombres (007)",1479,5,43,397,629,398,7
"Mujeres (008)",301,4,44,140,86,22,5
"Otro tipo (009)",112,,19,32,38,16,7
"Hombres (010)",57,,9,18,20,7,3
"Mujeres (011)",55,,10,14,18,9,4
,,,,,,,
"URBANA (012)",28305,523,10027,8074,5590,3106,985
"Hombres (013)",14364,273,5203,3960,2796,1732,400
"Mujeres (014)",13941,250,4824,4114,2794,1374,585
"Viviendas particulares (015)",26878,516,9969,7667,5015,2736,975
"Hombres (016)",13198,269,5170,3665,2308,1390,396
"Mujeres (017)",13680,247,4799,4002,2707,1346,579
"Viviendas colectivas (018)",1325,7,42,376,539,354,7
"Hombres (019)",1113,4,25,278,468,335,3
"Mujeres (020)",212,3,17,98,71,19,4
"Otro tipo (021)",102,,16,31,36,16,3
"Hombres (022)",53,,8,17,20,7,1
"Mujeres (023)",49,,8,14,16,9,2
,,,,,,,
"RURAL (024)",34393,587,12289,7544,5518,5410,3045
"Hombres (025)",17125,302,6258,3748,2735,2624,1458
"Mujeres (026)",17268,285,6031,3796,2783,2786,1587
"Viviendas particulares (027)",33928,585,12241,7382,5340,5344,3036
"Hombres (028)",16755,301,6239,3628,2574,2561,1452
"Mujeres (029)",17173,284,6002,3754,2766,2783,1584
"Viviendas colectivas (030)",455,2,45,161,176,66,5
"Hombres (031)",366,1,18,119,161,63,4
"Mujeres (032)",89,1,27,42,15,3,1
"Otro tipo (033)",10,,3,1,2,,4
"Hombres (034)",4,,1,1,,,2
"Mujeres (035)",6,,2,,2,,2
