"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",31314,5062,45,16462,5507,791,1905,385,1157
"Agric., ganadería, caza y silvicultura (001)",22434,4188,37,14087,3455,198,299,85,85
"Pesca (002)",8,,,5,3,,,,
"Explotación de minas y canteras (003)",15,,,2,6,1,3,1,2
"Industrias manufactureras (004)",1184,305,2,569,205,36,42,16,9
"Suministro de electricidad, gas y agua (005)",37,1,,24,6,1,4,,1
"Construcción (006)",820,48,,292,258,63,87,18,54
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1427,95,,526,470,78,149,42,67
"Venta, mant.y rep. veh.autom.y motoc. (008)",103,1,,20,37,6,28,1,10
"Comercio al por mayor (009)",69,7,,22,23,1,7,4,5
"Comercio al por menor (010)",1255,87,,484,410,71,114,37,52
"Hoteles y restaurantes (011)",332,25,,123,108,24,31,12,9
"Trans., almac. y comunicaciones (012)",614,23,1,107,267,58,93,36,29
"Intermediación financiera (013)",15,,,,1,,8,,6
"Activid.inmobil., empres. y de alquiler (014)",257,3,,23,61,34,64,15,57
"Admin.pub. y defensa; p. segur.soc.afil (015)",504,7,,41,119,45,161,29,102
"Enseñanza (016)",1811,,,1,207,160,748,101,594
"Servicios sociales y de salud (017)",267,2,,11,14,15,121,14,90
"Otras activ. serv.comun.soc y personales (018)",236,34,,63,51,18,40,10,20
"Hogares privados con servicio doméstico (019)",522,119,5,237,124,18,11,1,7
"Actividad economica no especificada (021)",831,212,,351,152,42,44,5,25
"Hombres (022)",24333,3378,24,13692,4573,538,1169,271,688
"Agric., ganadería, caza y silvicultura (023)",19551,3175,23,12543,3196,179,281,77,77
"Pesca (024)",8,,,5,3,,,,
"Explotación de minas y canteras (025)",12,,,2,5,1,2,1,1
"Industrias manufactureras (026)",485,47,,205,151,27,33,15,7
"Suministro de electricidad, gas y agua (027)",36,1,,23,6,1,4,,1
"Construcción (028)",799,45,,286,249,62,86,18,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",852,36,,332,302,42,76,26,38
"Venta, mant.y rep. veh.autom.y motoc. (030)",92,1,,19,32,4,26,1,9
"Comercio al por mayor (031)",41,3,,14,15,1,4,2,2
"Comercio al por menor (032)",719,32,,299,255,37,46,23,27
"Hoteles y restaurantes (033)",99,3,,31,41,3,10,6,5
"Trans., almac. y comunicaciones (034)",583,22,1,103,261,55,85,32,24
"Intermediación financiera (035)",8,,,,,,4,,4
"Activid.inmobil., empres. y de alquiler (036)",158,2,,15,42,23,31,9,36
"Admin.pub. y defensa; p. segur.soc.afil (037)",359,5,,29,99,31,108,19,68
"Enseñanza (038)",905,,,1,115,75,358,51,305
"Servicios sociales y de salud (039)",129,,,9,10,8,52,8,42
"Otras activ. serv.comun.soc y personales (040)",120,8,,19,39,9,25,6,14
"Hogares privados con servicio doméstico (041)",25,10,,6,9,,,,
"Actividad economica no especificada (043)",204,24,,83,45,22,14,3,13
"Mujeres (044)",6981,1684,21,2770,934,253,736,114,469
"Agric., ganadería, caza y silvicultura (045)",2883,1013,14,1544,259,19,18,8,8
