"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",15842,3338,494,6817,4034,272,410,128,349
"Quechua (001)",12073,2798,307,5567,2810,145,222,51,173
"Aymara (002)",17,6,,6,1,2,1,,1
"Otra lengua nativa (004)",19,,5,7,2,,3,,2
"Castellano (005)",3694,506,182,1234,1218,125,180,77,172
"Idioma extranjero (006)",5,,,,,,4,,1
"Es sordomudo/a (007)",34,28,,3,3,,,,
"Hombres (009)",7882,1131,239,3507,2282,159,241,91,232
"Quechua (010)",5882,872,146,2880,1598,83,136,39,128
"Aymara (011)",7,1,,4,1,,1,,
"Otra lengua nativa (013)",5,,,3,,,1,,1
"Castellano (014)",1971,245,93,618,681,76,103,52,103
"Es sordomudo/a (016)",17,13,,2,2,,,,
"Mujeres (018)",7960,2207,255,3310,1752,113,169,37,117
"Quechua (019)",6191,1926,161,2687,1212,62,86,12,45
"Aymara (020)",10,5,,2,,2,,,1
"Otra lengua nativa (022)",14,,5,4,2,,2,,1
"Castellano (023)",1723,261,89,616,537,49,77,25,69
"Idioma extranjero (024)",5,,,,,,4,,1
"Es sordomudo/a (025)",17,15,,1,1,,,,
,,,,,,,,,
"URBANA (027)",4175,574,136,1301,1342,164,278,98,282
"Quechua (028)",2042,314,27,686,641,72,139,33,130
"Aymara (029)",5,,,1,,2,1,,1
"Otra lengua nativa (031)",19,,5,7,2,,3,,2
"Castellano (032)",2096,252,104,606,698,90,133,65,148
"Idioma extranjero (033)",3,,,,,,2,,1
"Es sordomudo/a (034)",10,8,,1,1,,,,
"Hombres (036)",2135,201,70,625,742,92,154,65,186
"Quechua (037)",1014,85,14,327,347,42,79,23,97
"Aymara (038)",1,,,,,,1,,
"Otra lengua nativa (040)",5,,,3,,,1,,1
"Castellano (041)",1110,113,56,294,394,50,73,42,88
"Es sordomudo/a (043)",5,3,,1,1,,,,
"Mujeres (045)",2040,373,66,676,600,72,124,33,96
"Quechua (046)",1028,229,13,359,294,30,60,10,33
"Aymara (047)",4,,,1,,2,,,1
"Otra lengua nativa (049)",14,,5,4,2,,2,,1
"Castellano (050)",986,139,48,312,304,40,60,23,60
"Idioma extranjero (051)",3,,,,,,2,,1
"Es sordomudo/a (052)",5,5,,,,,,,
,,,,,,,,,
"RURAL (054)",11667,2764,358,5516,2692,108,132,30,67
"Quechua (055)",10031,2484,280,4881,2169,73,83,18,43
"Aymara (056)",12,6,,5,1,,,,
"Castellano (059)",1598,254,78,628,520,35,47,12,24
"Idioma extranjero (060)",2,,,,,,2,,
"Es sordomudo/a (061)",24,20,,2,2,,,,
"Hombres (063)",5747,930,169,2882,1540,67,87,26,46
"Quechua (064)",4868,787,132,2553,1251,41,57,16,31
"Aymara (065)",6,1,,4,1,,,,
"Castellano (068)",861,132,37,324,287,26,30,10,15
"Es sordomudo/a (070)",12,10,,1,1,,,,
"Mujeres (072)",5920,1834,189,2634,1152,41,45,4,21
"Quechua (073)",5163,1697,148,2328,918,32,26,2,12
"Aymara (074)",6,5,,1,,,,,
"Castellano (077)",737,122,41,304,233,9,17,2,9
"Idioma extranjero (078)",2,,,,,,2,,
"Es sordomudo/a (079)",12,10,,1,1,,,,
