"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia OYON",,,,,,,,,
"Viviendas particulares (001)",4943,1521,1438,766,616,245,138,60,159
"Ocupantes presentes (002)",18829,4772,5463,3040,2676,1141,653,294,790
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4471,1227,1352,722,591,235,136,58,150
"Ocupantes presentes (005)",17210,3919,5170,2833,2548,1077,639,290,734
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",25,8,3,6,1,,,2,5
"Ocupantes presentes (008)",78,23,8,24,5,,,4,14
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",92,56,8,17,3,2,2,,4
"Ocupantes presentes (011)",430,185,29,112,33,15,14,,42
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",111,64,14,10,17,6,,,
"Ocupantes presentes (014)",491,261,73,40,76,41,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",237,165,56,10,4,2,,,
"Ocupantes presentes (017)",596,375,169,30,14,8,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,1,5,1,,,,,
"Ocupantes presentes (023)",24,9,14,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3199,855,877,514,424,205,124,57,143
"Ocupantes presentes (029)",12942,2851,3444,2119,1930,975,601,285,737
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2964,726,847,480,403,197,122,55,134
"Ocupantes presentes (032)",11919,2373,3320,1942,1816,919,587,281,681
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",25,8,3,6,1,,,2,5
"Ocupantes presentes (035)",78,23,8,24,5,,,4,14
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",92,56,8,17,3,2,2,,4
"Ocupantes presentes (038)",430,185,29,112,33,15,14,,42
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",111,64,14,10,17,6,,,
"Ocupantes presentes (041)",491,261,73,40,76,41,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,1,5,1,,,,,
"Ocupantes presentes (050)",24,9,14,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1744,666,561,252,192,40,14,3,16
"Ocupantes presentes (056)",5887,1921,2019,921,746,166,52,9,53
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1507,501,505,242,188,38,14,3,16
"Ocupantes presentes (059)",5291,1546,1850,891,732,158,52,9,53
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",237,165,56,10,4,2,,,
"Ocupantes presentes (071)",596,375,169,30,14,8,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
