"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHANCHAMAYO (000)",63770,10092,13456,29698,2817,6480,1227
"Conviviente (001)",23661,3184,5206,12108,1130,1657,376
"Separado(a) (002)",3107,503,590,1652,115,118,129
"Casado(a) (003)",17126,2866,2766,9045,1082,1193,174
"Viudo(a) (004)",1810,121,301,1105,134,106,43
"Divorciado(a) (005)",428,66,82,220,30,18,12
"Soltero(a) (006)",17638,3352,4511,5568,326,3388,493
"Hombres (008)",46449,5413,11776,22867,2355,3957,81
"Conviviente (009)",17332,1803,4427,9519,971,599,13
"Separado(a) (010)",1576,141,426,888,77,42,2
"Casado(a) (011)",12586,1717,2377,7140,945,403,4
"Viudo(a) (012)",991,39,220,605,76,50,1
"Divorciado(a) (013)",293,32,74,150,24,12,1
"Soltero(a) (014)",13671,1681,4252,4565,262,2851,60
"Mujeres (016)",17321,4679,1680,6831,462,2523,1146
"Conviviente (017)",6329,1381,779,2589,159,1058,363
"Separado(a) (018)",1531,362,164,764,38,76,127
"Casado(a) (019)",4540,1149,389,1905,137,790,170
"Viudo(a) (020)",819,82,81,500,58,56,42
"Divorciado(a) (021)",135,34,8,70,6,6,11
"Soltero(a) (022)",3967,1671,259,1003,64,537,433
,,,,,,,
"URBANA (024)",35630,8849,6166,16295,1249,2156,915
"Conviviente (025)",13141,2740,2444,6550,509,647,251
"Separado(a) (026)",2001,449,304,1028,50,55,115
"Casado(a) (027)",9930,2534,1480,4800,441,534,141
"Viudo(a) (028)",820,106,122,487,39,36,30
"Divorciado(a) (029)",231,58,34,113,10,7,9
"Soltero(a) (030)",9507,2962,1782,3317,200,877,369
"Hombres (032)",23310,4712,5322,11214,948,1072,42
"Conviviente (033)",8889,1557,2069,4628,397,234,4
"Separado(a) (034)",817,122,210,442,27,14,2
"Casado(a) (035)",6639,1512,1272,3352,347,154,2
"Viudo(a) (036)",331,36,82,182,22,9,
"Divorciado(a) (037)",127,28,28,61,6,3,1
"Soltero(a) (038)",6507,1457,1661,2549,149,658,33
"Mujeres (040)",12320,4137,844,5081,301,1084,873
"Conviviente (041)",4252,1183,375,1922,112,413,247
"Separado(a) (042)",1184,327,94,586,23,41,113
"Casado(a) (043)",3291,1022,208,1448,94,380,139
"Viudo(a) (044)",489,70,40,305,17,27,30
"Divorciado(a) (045)",104,30,6,52,4,4,8
"Soltero(a) (046)",3000,1505,121,768,51,219,336
,,,,,,,
"RURAL (048)",28140,1243,7290,13403,1568,4324,312
"Conviviente (049)",10520,444,2762,5558,621,1010,125
"Separado(a) (050)",1106,54,286,624,65,63,14
"Casado(a) (051)",7196,332,1286,4245,641,659,33
"Viudo(a) (052)",990,15,179,618,95,70,13
"Divorciado(a) (053)",197,8,48,107,20,11,3
"Soltero(a) (054)",8131,390,2729,2251,126,2511,124
"Hombres (056)",23139,701,6454,11653,1407,2885,39
"Conviviente (057)",8443,246,2358,4891,574,365,9
"Separado(a) (058)",759,19,216,446,50,28,
"Casado(a) (059)",5947,205,1105,3788,598,249,2
"Viudo(a) (060)",660,3,138,423,54,41,1
"Divorciado(a) (061)",166,4,46,89,18,9,
"Soltero(a) (062)",7164,224,2591,2016,113,2193,27
"Mujeres (064)",5001,542,836,1750,161,1439,273
"Conviviente (065)",2077,198,404,667,47,645,116
"Separado(a) (066)",347,35,70,178,15,35,14
"Casado(a) (067)",1249,127,181,457,43,410,31
"Viudo(a) (068)",330,12,41,195,41,29,12
"Divorciado(a) (069)",31,4,2,18,2,2,3
"Soltero(a) (070)",967,166,138,235,13,318,97
