"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TOCACHE (000)",29486,23014,1578,1284,3610
"Empleado (001)",4894,1298,483,942,2171
"Obrero (002)",5927,3650,544,313,1420
"Trabajador independiente (003)",14341,13928,413,,
"Empleador o patrono (004)",731,648,50,24,9
"Trabajador familiar no remunerado (005)",2958,2855,88,5,10
"Trabajador del hogar (006)",635,635,,,
"De 06 a 14 años (008)",644,593,39,10,2
"Empleado (009)",22,18,4,,
"Obrero (010)",103,84,11,6,2
"Trabajador independiente (011)",96,90,6,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",383,361,18,4,
"Trabajador del hogar (014)",39,39,,,
"De 15 a 29 años (016)",10499,7769,602,394,1734
"Empleado (017)",1984,583,159,252,990
"Obrero (018)",2803,1685,252,131,735
"Trabajador independiente (019)",3705,3571,134,,
"Empleador o patrono (020)",151,124,14,10,3
"Trabajador familiar no remunerado (021)",1555,1505,43,1,6
"Trabajador del hogar (022)",301,301,,,
"De 30 a 44 años (024)",10581,7968,618,626,1369
"Empleado (025)",2089,482,221,511,875
"Obrero (026)",1897,1104,196,108,489
"Trabajador independiente (027)",5492,5328,164,,
"Empleador o patrono (028)",313,281,22,7,3
"Trabajador familiar no remunerado (029)",610,593,15,,2
"Trabajador del hogar (030)",180,180,,,
"De 45 a 64 años (032)",6628,5598,292,250,488
"Empleado (033)",765,198,94,178,295
"Obrero (034)",1008,678,75,66,189
"Trabajador independiente (035)",4185,4085,100,,
"Empleador o patrono (036)",227,206,12,6,3
"Trabajador familiar no remunerado (037)",344,332,11,,1
"Trabajador del hogar (038)",99,99,,,
"De 65 y más años (040)",1134,1086,27,4,17
"Empleado (041)",34,17,5,1,11
"Obrero (042)",116,99,10,2,5
"Trabajador independiente (043)",863,854,9,,
"Empleador o patrono (044)",39,36,2,1,
"Trabajador familiar no remunerado (045)",66,64,1,,1
"Trabajador del hogar (046)",16,16,,,
,,,,,
"URBANA (048)",15070,10595,1018,984,2473
"Empleado (049)",4308,1088,395,796,2029
"Obrero (050)",2324,1424,300,170,430
"Trabajador independiente (051)",6500,6255,245,,
"Empleador o patrono (052)",384,330,31,17,6
"Trabajador familiar no remunerado (053)",1115,1059,47,1,8
