"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BOLIVAR (000)",13877,1943,293,7881,2644,220,485,92,319
"Hombres (001)",7171,692,149,4170,1537,111,261,43,208
"Mujeres (002)",6706,1251,144,3711,1107,109,224,49,111
"PEA (003)",4382,492,7,2257,869,88,363,58,248
"Hombres (004)",3560,377,7,1940,737,68,223,34,174
"Mujeres (005)",822,115,,317,132,20,140,24,74
"Ocupada (006)",4256,477,7,2205,830,83,351,56,247
"Hombres (007)",3456,365,7,1894,704,65,216,32,173
"Mujeres (008)",800,112,,311,126,18,135,24,74
"Desocupada (009)",126,15,,52,39,5,12,2,1
"Hombres (010)",104,12,,46,33,3,7,2,1
"Mujeres (011)",22,3,,6,6,2,5,,
"No PEA (012)",9495,1451,286,5624,1775,132,122,34,71
"Hombres (013)",3611,315,142,2230,800,43,38,9,34
"Mujeres (014)",5884,1136,144,3394,975,89,84,25,37
,,,,,,,,,
"URBANA (018)",4984,367,107,2346,1371,150,339,61,243
"Hombres (019)",2504,90,51,1164,773,75,178,26,147
"Mujeres (020)",2480,277,56,1182,598,75,161,35,96
"PEA (021)",1740,87,2,620,463,61,267,42,198
"Hombres (022)",1227,38,2,454,380,44,156,21,132
"Mujeres (023)",513,49,,166,83,17,111,21,66
"Ocupada (024)",1670,85,2,598,434,57,257,40,197
"Hombres (025)",1172,37,2,436,355,42,150,19,131
"Mujeres (026)",498,48,,162,79,15,107,21,66
"Desocupada (027)",70,2,,22,29,4,10,2,1
"Hombres (028)",55,1,,18,25,2,6,2,1
"Mujeres (029)",15,1,,4,4,2,4,,
"No PEA (030)",3244,280,105,1726,908,89,72,19,45
"Hombres (031)",1277,52,49,710,393,31,22,5,15
"Mujeres (032)",1967,228,56,1016,515,58,50,14,30
,,,,,,,,,
"RURAL (036)",8893,1576,186,5535,1273,70,146,31,76
"Hombres (037)",4667,602,98,3006,764,36,83,17,61
"Mujeres (038)",4226,974,88,2529,509,34,63,14,15
"PEA (039)",2642,405,5,1637,406,27,96,16,50
"Hombres (040)",2333,339,5,1486,357,24,67,13,42
"Mujeres (041)",309,66,,151,49,3,29,3,8
"Ocupada (042)",2586,392,5,1607,396,26,94,16,50
"Hombres (043)",2284,328,5,1458,349,23,66,13,42
"Mujeres (044)",302,64,,149,47,3,28,3,8
"Desocupada (045)",56,13,,30,10,1,2,,
"Hombres (046)",49,11,,28,8,1,1,,
"Mujeres (047)",7,2,,2,2,,1,,
"No PEA (048)",6251,1171,181,3898,867,43,50,15,26
"Hombres (049)",2334,263,93,1520,407,12,16,4,19
"Mujeres (050)",3917,908,88,2378,460,31,34,11,7
