"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTA (000)",144012,90576,15391,16458,21587
"Empleado (001)",41618,15313,5779,8795,11731
"Obrero (002)",37199,14495,5815,7246,9643
"Trabajador independiente (003)",54262,51200,3062,,
"Empleador o patrono (004)",2838,2027,383,295,133
"Trabajador familiar no remunerado (005)",4931,4377,352,122,80
"Trabajador del hogar (006)",3164,3164,,,
"De 06 a 14 años (008)",1336,1122,106,79,29
"Empleado (009)",180,163,8,8,1
"Obrero (010)",260,150,38,48,24
"Trabajador independiente (011)",254,243,11,,
"Empleador o patrono (012)",3,3,,,
"Trabajador familiar no remunerado (013)",579,503,49,23,4
"Trabajador del hogar (014)",60,60,,,
"De 15 a 29 años (016)",44978,27519,6015,5386,6058
"Empleado (017)",14335,6754,2349,2680,2552
"Obrero (018)",13864,5462,2367,2603,3432
"Trabajador independiente (019)",12783,11728,1055,,
"Empleador o patrono (020)",524,349,73,63,39
"Trabajador familiar no remunerado (021)",1924,1678,171,40,35
"Trabajador del hogar (022)",1548,1548,,,
"De 30 a 44 años (024)",55379,33391,5964,7098,8926
"Empleado (025)",17161,5488,2382,4084,5207
"Obrero (026)",13760,5095,2166,2855,3644
"Trabajador independiente (027)",21142,19967,1175,,
"Empleador o patrono (028)",1131,785,166,128,52
"Trabajador familiar no remunerado (029)",1243,1114,75,31,23
"Trabajador del hogar (030)",942,942,,,
"De 45 a 64 años (032)",36344,23535,2958,3619,6232
"Empleado (033)",9269,2576,971,1919,3803
"Obrero (034)",8303,3220,1103,1590,2390
"Trabajador independiente (035)",16365,15652,713,,
"Empleador o patrono (036)",937,691,124,91,31
"Trabajador familiar no remunerado (037)",903,829,47,19,8
"Trabajador del hogar (038)",567,567,,,
"De 65 y más años (040)",5975,5009,348,276,342
"Empleado (041)",673,332,69,104,168
"Obrero (042)",1012,568,141,150,153
"Trabajador independiente (043)",3718,3610,108,,
"Empleador o patrono (044)",243,199,20,13,11
"Trabajador familiar no remunerado (045)",282,253,10,9,10
"Trabajador del hogar (046)",47,47,,,
,,,,,
"URBANA (048)",134795,82948,14496,16083,21268
"Empleado (049)",41281,15124,5713,8762,11682
"Obrero (050)",33850,12182,5318,6945,9405
"Trabajador independiente (051)",50409,47541,2868,,
