"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia TAHUAMANU",,,,,,,,,
"Viviendas particulares (001)",2662,558,28,2025,4,2,2,6,37
"Ocupantes presentes (002)",9086,1784,105,7001,17,12,7,22,138
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1898,406,25,1433,3,2,1,1,27
"Ocupantes presentes (005)",7194,1418,99,5528,13,12,6,10,108
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,19,,7,,,,,
"Ocupantes presentes (011)",63,49,,14,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",328,130,2,188,1,,,5,2
"Ocupantes presentes (014)",829,309,3,495,4,,,12,6
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",390,,,382,,,1,,7
"Ocupantes presentes (017)",946,,,925,,,1,,20
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",12,,,12,,,,,
"Ocupantes presentes (020)",36,,,36,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,1,3,,,,,
"Ocupantes presentes (023)",14,8,3,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1818,553,25,1206,4,2,,6,22
"Ocupantes presentes (029)",6423,1769,93,4431,17,12,,22,79
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1444,401,22,996,3,2,,1,19
"Ocupantes presentes (032)",5477,1403,87,3883,13,12,,10,69
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,19,,7,,,,,
"Ocupantes presentes (038)",63,49,,14,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",328,130,2,188,1,,,5,2
"Ocupantes presentes (041)",829,309,3,495,4,,,12,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",12,,,12,,,,,
"Ocupantes presentes (047)",36,,,36,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,3,1,3,,,,,
"Ocupantes presentes (050)",14,8,3,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",844,5,3,819,,,2,,15
"Ocupantes presentes (056)",2663,15,12,2570,,,7,,59
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",454,5,3,437,,,1,,8
"Ocupantes presentes (059)",1717,15,12,1645,,,6,,39
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",390,,,382,,,1,,7
"Ocupantes presentes (071)",946,,,925,,,1,,20
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
