"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia TARATA",,,,,,,,
"Viviendas particulares (001)",2717,2257,395,7,10,42,3,3
"Ocupantes presentes (002)",7686,6370,1166,22,19,96,8,5
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",2605,2177,366,7,10,40,2,3
"Ocupantes presentes (005)",7395,6167,1081,22,19,94,7,5
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",59,31,25,,,2,1,
"Ocupantes presentes (014)",177,108,66,,,2,1,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",46,46,,,,,,
"Ocupantes presentes (017)",92,92,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,1,2,,,,,
"Ocupantes presentes (020)",11,1,10,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,
"Ocupantes presentes (023)",10,1,9,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2062,1635,368,7,10,36,3,3
"Ocupantes presentes (029)",5995,4753,1105,22,19,83,8,5
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1997,1601,340,7,10,34,2,3
"Ocupantes presentes (032)",5797,4642,1021,22,19,81,7,5
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",59,31,25,,,2,1,
"Ocupantes presentes (041)",177,108,66,,,2,1,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,1,2,,,,,
"Ocupantes presentes (047)",11,1,10,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,
"Ocupantes presentes (050)",9,1,8,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",655,622,27,,,6,,
"Ocupantes presentes (056)",1691,1617,61,,,13,,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",608,576,26,,,6,,
"Ocupantes presentes (059)",1598,1525,60,,,13,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",46,46,,,,,,
"Ocupantes presentes (071)",92,92,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,
"Ocupantes presentes (077)",1,,1,,,,,
"Otro tipo",,,,,,,,
