"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",29183,6535,7090,6215,4442,2629,2272
"Conviviente (001)",14397,485,3483,4730,3199,1546,954
"Separado(a) (002)",498,19,125,113,91,71,79
"Casado(a) (003)",2971,24,120,563,786,721,757
"Viudo(a) (004)",760,,13,49,117,187,394
"Divorciado(a) (005)",105,,33,17,24,15,16
"Soltero(a) (006)",10452,6007,3316,743,225,89,72
"Hombres (008)",15030,3334,3486,3156,2359,1447,1248
"Conviviente (009)",7010,126,1248,2396,1750,896,594
"Separado(a) (010)",147,6,13,27,30,30,41
"Casado(a) (011)",1480,11,29,211,378,394,457
"Viudo(a) (012)",188,,4,12,28,47,97
"Divorciado(a) (013)",27,,4,2,8,7,6
"Soltero(a) (014)",6178,3191,2188,508,165,73,53
"Mujeres (016)",14153,3201,3604,3059,2083,1182,1024
"Conviviente (017)",7387,359,2235,2334,1449,650,360
"Separado(a) (018)",351,13,112,86,61,41,38
"Casado(a) (019)",1491,13,91,352,408,327,300
"Viudo(a) (020)",572,,9,37,89,140,297
"Divorciado(a) (021)",78,,29,15,16,8,10
"Soltero(a) (022)",4274,2816,1128,235,60,16,19
,,,,,,,
"URBANA (024)",8787,2081,1911,1922,1297,826,750
"Conviviente (025)",3619,84,746,1350,815,387,237
"Separado(a) (026)",191,5,37,39,37,38,35
"Casado(a) (027)",1309,16,44,249,350,314,336
"Viudo(a) (028)",182,,4,8,14,48,108
"Divorciado(a) (029)",26,,2,1,7,9,7
"Soltero(a) (030)",3460,1976,1078,275,74,30,27
"Hombres (032)",4445,1072,905,926,670,447,425
"Conviviente (033)",1747,27,229,662,446,235,148
"Separado(a) (034)",57,3,2,9,11,14,18
"Casado(a) (035)",625,7,9,84,161,158,206
"Viudo(a) (036)",47,,,2,3,11,31
"Divorciado(a) (037)",14,,2,,4,4,4
"Soltero(a) (038)",1955,1035,663,169,45,25,18
"Mujeres (040)",4342,1009,1006,996,627,379,325
"Conviviente (041)",1872,57,517,688,369,152,89
"Separado(a) (042)",134,2,35,30,26,24,17
"Casado(a) (043)",684,9,35,165,189,156,130
"Viudo(a) (044)",135,,4,6,11,37,77
"Divorciado(a) (045)",12,,,1,3,5,3
"Soltero(a) (046)",1505,941,415,106,29,5,9
,,,,,,,
"RURAL (048)",20396,4454,5179,4293,3145,1803,1522
"Conviviente (049)",10778,401,2737,3380,2384,1159,717
"Separado(a) (050)",307,14,88,74,54,33,44
"Casado(a) (051)",1662,8,76,314,436,407,421
"Viudo(a) (052)",578,,9,41,103,139,286
"Divorciado(a) (053)",79,,31,16,17,6,9
"Soltero(a) (054)",6992,4031,2238,468,151,59,45
"Hombres (056)",10585,2262,2581,2230,1689,1000,823
"Conviviente (057)",5263,99,1019,1734,1304,661,446
"Separado(a) (058)",90,3,11,18,19,16,23
"Casado(a) (059)",855,4,20,127,217,236,251
"Viudo(a) (060)",141,,4,10,25,36,66
"Divorciado(a) (061)",13,,2,2,4,3,2
"Soltero(a) (062)",4223,2156,1525,339,120,48,35
"Mujeres (064)",9811,2192,2598,2063,1456,803,699
"Conviviente (065)",5515,302,1718,1646,1080,498,271
"Separado(a) (066)",217,11,77,56,35,17,21
"Casado(a) (067)",807,4,56,187,219,171,170
"Viudo(a) (068)",437,,5,31,78,103,220
"Divorciado(a) (069)",66,,29,14,13,3,7
"Soltero(a) (070)",2769,1875,713,129,31,11,10
