"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SUCRE",,,,,,,,,
"Viviendas particulares (001)",575,387,55,10,76,4,2,1,40
"Ocupantes presentes (002)",1984,1301,214,33,253,14,9,3,157
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",570,385,54,10,76,3,1,1,40
"Ocupantes presentes (005)",1974,1299,212,33,253,12,5,3,157
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,2,1,,,1,1,,
"Ocupantes presentes (014)",10,2,2,,,2,4,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",451,296,48,8,66,3,2,1,27
"Ocupantes presentes (029)",1619,1049,187,23,229,11,9,3,108
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",446,294,47,8,66,2,1,1,27
"Ocupantes presentes (032)",1609,1047,185,23,229,9,5,3,108
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,2,1,,,1,1,,
"Ocupantes presentes (041)",10,2,2,,,2,4,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",124,91,7,2,10,1,,,13
"Ocupantes presentes (056)",365,252,27,10,24,3,,,49
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",124,91,7,2,10,1,,,13
"Ocupantes presentes (059)",365,252,27,10,24,3,,,49
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
