"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",22188,1184,5785,3497,2799,2630,1785,1719,2789
"Quechua (001)",19884,915,4890,3076,2514,2418,1690,1648,2733
"Aymara (002)",14,,1,1,1,2,1,3,5
"Ashaninca (003)",2,,,,1,,,1,
"Otra lengua nativa (004)",11,2,5,2,,1,1,,
"Castellano (005)",2232,263,882,413,276,205,85,62,46
"Idioma extranjero (006)",1,,,1,,,,,
"Es sordomudo/a (007)",44,4,7,4,7,4,8,5,5
"Hombres (009)",10776,593,2903,1809,1385,1307,776,796,1207
"Quechua (010)",9562,456,2444,1600,1245,1181,720,749,1167
"Aymara (011)",7,,1,1,1,1,1,1,1
"Ashaninca (012)",1,,,,,,,1,
"Otra lengua nativa (013)",7,,4,1,,1,1,,
"Castellano (014)",1174,135,450,205,134,122,51,41,36
"Idioma extranjero (015)",1,,,1,,,,,
"Es sordomudo/a (016)",24,2,4,1,5,2,3,4,3
"Mujeres (018)",11412,591,2882,1688,1414,1323,1009,923,1582
"Quechua (019)",10322,459,2446,1476,1269,1237,970,899,1566
"Aymara (020)",7,,,,,1,,2,4
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",4,2,1,1,,,,,
"Castellano (023)",1058,128,432,208,142,83,34,21,10
"Es sordomudo/a (025)",20,2,3,3,2,2,5,1,2
,,,,,,,,,
"URBANA (027)",7100,330,1686,1168,950,992,590,520,864
"Quechua (028)",5708,170,1145,930,754,849,541,483,836
"Aymara (029)",7,,,1,1,1,1,2,1
"Ashaninca (030)",2,,,,1,,,1,
"Otra lengua nativa (031)",8,2,4,1,,1,,,
"Castellano (032)",1362,157,535,233,193,140,45,32,27
"Idioma extranjero (033)",1,,,1,,,,,
"Es sordomudo/a (034)",12,1,2,2,1,1,3,2,
"Hombres (036)",3479,170,820,596,475,498,285,259,376
"Quechua (037)",2778,86,562,491,382,409,256,235,357
"Aymara (038)",3,,,1,1,,1,,
"Ashaninca (039)",1,,,,,,,1,
"Otra lengua nativa (040)",5,,3,1,,1,,,
"Castellano (041)",685,83,254,102,91,87,27,22,19
"Idioma extranjero (042)",1,,,1,,,,,
"Es sordomudo/a (043)",6,1,1,,1,1,1,1,
"Mujeres (045)",3621,160,866,572,475,494,305,261,488
"Quechua (046)",2930,84,583,439,372,440,285,248,479
"Aymara (047)",4,,,,,1,,2,1
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",3,2,1,,,,,,
"Castellano (050)",677,74,281,131,102,53,18,10,8
"Es sordomudo/a (052)",6,,1,2,,,2,1,
,,,,,,,,,
"RURAL (054)",15088,854,4099,2329,1849,1638,1195,1199,1925
"Quechua (055)",14176,745,3745,2146,1760,1569,1149,1165,1897
"Aymara (056)",7,,1,,,1,,1,4
"Otra lengua nativa (058)",3,,1,1,,,1,,
"Castellano (059)",870,106,347,180,83,65,40,30,19
"Es sordomudo/a (061)",32,3,5,2,6,3,5,3,5
"Hombres (063)",7297,423,2083,1213,910,809,491,537,831
"Quechua (064)",6784,370,1882,1109,863,772,464,514,810
"Aymara (065)",4,,1,,,1,,1,1
"Otra lengua nativa (067)",2,,1,,,,1,,
"Castellano (068)",489,52,196,103,43,35,24,19,17
"Es sordomudo/a (070)",18,1,3,1,4,1,2,3,3
"Mujeres (072)",7791,431,2016,1116,939,829,704,662,1094
"Quechua (073)",7392,375,1863,1037,897,797,685,651,1087
"Aymara (074)",3,,,,,,,,3
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",381,54,151,77,40,30,16,11,2
"Es sordomudo/a (079)",14,2,2,1,2,2,3,,2
