"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUARI (000)",1196,253,943
"De 14 a 29 años (001)",584,188,396
"De 30 a 44 años (002)",337,50,287
"De 45 a 64 años (003)",191,15,176
"De 65 y más años (004)",84,,84
"Hombres (005)",1012,191,821
"De 14 a 29 años (006)",457,132,325
"De 30 a 44 años (007)",293,44,249
"De 45 a 64 años (008)",182,15,167
"De 65 y más años (009)",80,,80
"Mujeres (010)",184,62,122
"De 14 a 29 años (011)",127,56,71
"De 30 a 44 años (012)",44,6,38
"De 45 a 64 años (013)",9,,9
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",495,101,394
"De 14 a 29 años (016)",242,74,168
"De 30 a 44 años (017)",143,22,121
"De 45 a 64 años (018)",70,5,65
"De 65 y más años (019)",40,,40
"Hombres (020)",396,71,325
"De 14 a 29 años (021)",180,47,133
"De 30 a 44 años (022)",114,19,95
"De 45 a 64 años (023)",64,5,59
"De 65 y más años (024)",38,,38
"Mujeres (025)",99,30,69
"De 14 a 29 años (026)",62,27,35
"De 30 a 44 años (027)",29,3,26
"De 45 a 64 años (028)",6,,6
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",701,152,549
"De 14 a 29 años (031)",342,114,228
"De 30 a 44 años (032)",194,28,166
"De 45 a 64 años (033)",121,10,111
"De 65 y más años (034)",44,,44
"Hombres (035)",616,120,496
"De 14 a 29 años (036)",277,85,192
"De 30 a 44 años (037)",179,25,154
"De 45 a 64 años (038)",118,10,108
"De 65 y más años (039)",42,,42
"Mujeres (040)",85,32,53
"De 14 a 29 años (041)",65,29,36
"De 30 a 44 años (042)",15,3,12
"De 45 a 64 años (043)",3,,3
"De 65 y más años (044)",2,,2
