"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia YUNGUYO",,,,,,,,
"Viviendas particulares (001)",13233,8530,3807,64,194,596,20,22
"Ocupantes presentes (002)",47148,28609,15147,258,709,2273,77,75
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",12997,8345,3767,63,193,587,20,22
"Ocupantes presentes (005)",46455,28109,14997,254,708,2235,77,75
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",8,,5,1,,2,,
"Ocupantes presentes (008)",32,,18,4,,10,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",17,,15,,,2,,
"Ocupantes presentes (011)",61,,54,,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",12,5,5,,,2,,
"Ocupantes presentes (014)",58,35,18,,,5,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",191,174,15,,,2,,
"Ocupantes presentes (017)",527,454,60,,,13,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",6,4,,,1,1,,
"Ocupantes presentes (023)",11,7,,,1,3,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4466,1915,2019,60,140,316,8,8
"Ocupantes presentes (029)",17145,7071,8017,240,505,1241,33,38
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",4422,1905,1994,59,139,309,8,8
"Ocupantes presentes (032)",16981,7027,7927,236,504,1216,33,38
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",8,,5,1,,2,,
"Ocupantes presentes (035)",32,,18,4,,10,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",17,,15,,,2,,
"Ocupantes presentes (038)",61,,54,,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",12,5,5,,,2,,
"Ocupantes presentes (041)",58,35,18,,,5,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",5,3,,,1,1,,
"Ocupantes presentes (050)",9,5,,,1,3,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",8767,6615,1788,4,54,280,12,14
"Ocupantes presentes (056)",30003,21538,7130,18,204,1032,44,37
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",8575,6440,1773,4,54,278,12,14
"Ocupantes presentes (059)",29474,21082,7070,18,204,1019,44,37
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",191,174,15,,,2,,
"Ocupantes presentes (071)",527,454,60,,,13,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,
"Otro tipo",,,,,,,,
