"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ZARUMILLA (000)",19252,8899,128,155,8837,260,9,36,482,446
"Hombres (001)",6855,4348,92,66,1436,136,7,25,478,267
"Mujeres (002)",12397,4551,36,89,7401,124,2,11,4,179
"De 06 a 14 años (003)",7101,6575,,,303,113,,3,,107
"Hombres (004)",3517,3251,,,141,68,,2,,55
"Mujeres (005)",3584,3324,,,162,45,,1,,52
"De 15 a 29 años (006)",6538,2245,4,52,3597,,5,14,480,141
"Hombres (007)",2241,1071,2,22,572,,4,10,476,84
"Mujeres (008)",4297,1174,2,30,3025,,1,4,4,57
"De 30 a 44 años (009)",2928,52,7,36,2749,,3,6,2,73
"Hombres (010)",437,16,5,11,351,,2,5,2,45
"Mujeres (011)",2491,36,2,25,2398,,1,1,,28
"De 45 a 64 años (012)",1825,25,51,36,1639,,1,8,,65
"Hombres (013)",355,10,37,13,247,,1,5,,42
"Mujeres (014)",1470,15,14,23,1392,,,3,,23
"De 65 y más años (015)",860,2,66,31,549,147,,5,,60
"Hombres (016)",305,,48,20,125,68,,3,,41
"Mujeres (017)",555,2,18,11,424,79,,2,,19
,,,,,,,,,,
"AREA URBANA (018)",17450,8072,126,151,7926,231,8,33,482,421
"Hombres (019)",6319,3932,90,64,1359,119,6,22,478,249
"Mujeres (020)",11131,4140,36,87,6567,112,2,11,4,172
"De 06 a 14 años (021)",6462,5972,,,290,95,,2,,103
"Hombres (022)",3188,2940,,,137,58,,1,,52
"Mujeres (023)",3274,3032,,,153,37,,1,,51
"De 15 a 29 años (024)",5946,2026,4,52,3229,,5,14,480,136
"Hombres (025)",2107,968,2,22,543,,4,10,476,82
"Mujeres (026)",3839,1058,2,30,2686,,1,4,4,54
"De 30 a 44 años (027)",2654,49,7,34,2487,,2,4,2,69
"Hombres (028)",411,15,5,11,332,,1,3,2,42
"Mujeres (029)",2243,34,2,23,2155,,1,1,,27
"De 45 a 64 años (030)",1620,23,51,35,1442,,1,8,,60
"Hombres (031)",332,9,37,12,230,,1,5,,38
"Mujeres (032)",1288,14,14,23,1212,,,3,,22
"De 65 y más años (033)",768,2,64,30,478,136,,5,,53
"Hombres (034)",281,,46,19,117,61,,3,,35
"Mujeres (035)",487,2,18,11,361,75,,2,,18
,,,,,,,,,,
"AREA RURAL (036)",1802,827,2,4,911,29,1,3,,25
"Hombres (037)",536,416,2,2,77,17,1,3,,18
"Mujeres (038)",1266,411,,2,834,12,,,,7
"De 06 a 14 años (039)",639,603,,,13,18,,1,,4
"Hombres (040)",329,311,,,4,10,,1,,3
"Mujeres (041)",310,292,,,9,8,,,,1
"De 15 a 29 años (042)",592,219,,,368,,,,,5
"Hombres (043)",134,103,,,29,,,,,2
"Mujeres (044)",458,116,,,339,,,,,3
"De 30 a 44 años (045)",274,3,,2,262,,1,2,,4
"Hombres (046)",26,1,,,19,,1,2,,3
"Mujeres (047)",248,2,,2,243,,,,,1
"De 45 a 64 años (048)",205,2,,1,197,,,,,5
"Hombres (049)",23,1,,1,17,,,,,4
"Mujeres (050)",182,1,,,180,,,,,1
"De 65 y más años (051)",92,,2,1,71,11,,,,7
"Hombres (052)",24,,2,1,8,7,,,,6
"Mujeres (053)",68,,,,63,4,,,,1
