"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONTRALMIRANTE VILLAR (000)",335,76,259
"Sin nivel (001)",7,1,6
"Educación inicial (002)",2,2,
"Primaria (003)",107,15,92
"Secundaria (004)",156,41,115
"Superior no univ. incompleta (005)",13,5,8
"Superior no univ. completa (006)",27,7,20
"Superior univ. incompleta (007)",10,1,9
"Superior univ. completa (008)",13,4,9
"De 14 a 29 años (010)",150,49,101
"Sin nivel (011)",1,,1
"Educación inicial (012)",1,1,
"Primaria (013)",22,5,17
"Secundaria (014)",86,31,55
"Superior no univ. incompleta (015)",9,3,6
"Superior no univ. completa (016)",17,4,13
"Superior univ. incompleta (017)",7,1,6
"Superior univ. completa (018)",7,4,3
"De 30 a 44 años (020)",115,25,90
"Sin nivel (021)",4,1,3
"Educación inicial (022)",1,1,
"Primaria (023)",39,9,30
"Secundaria (024)",54,9,45
"Superior no univ. incompleta (025)",4,2,2
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",61,2,59
"Sin nivel (031)",2,,2
"Primaria (033)",37,1,36
"Secundaria (034)",16,1,15
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",9,,9
"Primaria (043)",9,,9
,,,
"AREA URBANA (050)",238,61,177
"Sin nivel (051)",4,1,3
"Educación inicial (052)",2,2,
"Primaria (053)",61,11,50
"Secundaria (054)",112,32,80
"Superior no univ. incompleta (055)",10,4,6
"Superior no univ. completa (056)",27,7,20
"Superior univ. incompleta (057)",10,1,9
"Superior univ. completa (058)",12,3,9
"De 14 a 29 años (060)",109,36,73
"Educación inicial (062)",1,1,
"Primaria (063)",13,3,10
"Secundaria (064)",58,22,36
"Superior no univ. incompleta (065)",7,2,5
"Superior no univ. completa (066)",17,4,13
"Superior univ. incompleta (067)",7,1,6
"Superior univ. completa (068)",6,3,3
"De 30 a 44 años (070)",83,23,60
"Sin nivel (071)",3,1,2
"Educación inicial (072)",1,1,
"Primaria (073)",23,7,16
"Secundaria (074)",40,9,31
"Superior no univ. incompleta (075)",3,2,1
"Superior no univ. completa (076)",9,3,6
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",43,2,41
"Sin nivel (081)",1,,1
"Primaria (083)",22,1,21
"Secundaria (084)",14,1,13
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",3,,3
"Primaria (093)",3,,3
,,,
"AREA RURAL (100)",97,15,82
"Sin nivel (101)",3,,3
"Primaria (103)",46,4,42
"Secundaria (104)",44,9,35
"Superior no univ. incompleta (105)",3,1,2
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",41,13,28
"Sin nivel (111)",1,,1
"Primaria (113)",9,2,7
"Secundaria (114)",28,9,19
"Superior no univ. incompleta (115)",2,1,1
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",32,2,30
"Sin nivel (121)",1,,1
"Primaria (123)",16,2,14
"Secundaria (124)",14,,14
"Superior no univ. incompleta (125)",1,,1
"De 45 a 64 años (130)",18,,18
"Sin nivel (131)",1,,1
"Primaria (133)",15,,15
"Secundaria (134)",2,,2
"De 65 y más años (140)",6,,6
"Primaria (143)",6,,6
