"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SANCHEZ CARRION (000)",89885,17893,18468,16723,13890,9419,13492
"Conviviente (001)",32856,367,6267,10513,7839,4141,3729
"Separado(a) (002)",3552,33,682,922,785,541,589
"Casado(a) (003)",16070,27,571,2389,3948,3609,5526
"Viudo(a) (004)",4042,2,38,150,309,530,3013
"Divorciado(a) (005)",298,,39,57,62,51,89
"Soltero(a) (006)",33067,17464,10871,2692,947,547,546
"Hombres (008)",42942,8895,8916,7847,6536,4521,6227
"Conviviente (009)",15867,106,2402,5150,3954,2223,2032
"Separado(a) (010)",429,2,32,76,90,93,136
"Casado(a) (011)",7917,14,185,1057,1900,1781,2980
"Viudo(a) (012)",1005,1,5,22,81,125,771
"Divorciado(a) (013)",61,,2,11,7,14,27
"Soltero(a) (014)",17663,8772,6290,1531,504,285,281
"Mujeres (016)",46943,8998,9552,8876,7354,4898,7265
"Conviviente (017)",16989,261,3865,5363,3885,1918,1697
"Separado(a) (018)",3123,31,650,846,695,448,453
"Casado(a) (019)",8153,13,386,1332,2048,1828,2546
"Viudo(a) (020)",3037,1,33,128,228,405,2242
"Divorciado(a) (021)",237,,37,46,55,37,62
"Soltero(a) (022)",15404,8692,4581,1161,443,262,265
,,,,,,,
"URBANA (024)",26229,5077,5645,4884,4359,2812,3452
"Conviviente (025)",8540,129,1590,2775,2191,1043,812
"Separado(a) (026)",1095,5,133,280,278,198,201
"Casado(a) (027)",5200,9,145,757,1466,1244,1579
"Viudo(a) (028)",917,,7,37,86,115,672
"Divorciado(a) (029)",90,,6,13,22,21,28
"Soltero(a) (030)",10387,4934,3764,1022,316,191,160
"Hombres (032)",12253,2498,2710,2210,1971,1335,1529
"Conviviente (033)",4015,47,563,1314,1082,570,439
"Separado(a) (034)",142,1,4,27,34,39,37
"Casado(a) (035)",2545,8,45,313,701,627,851
"Viudo(a) (036)",159,,,5,13,13,128
"Divorciado(a) (037)",29,,1,5,4,7,12
"Soltero(a) (038)",5363,2442,2097,546,137,79,62
"Mujeres (040)",13976,2579,2935,2674,2388,1477,1923
"Conviviente (041)",4525,82,1027,1461,1109,473,373
"Separado(a) (042)",953,4,129,253,244,159,164
"Casado(a) (043)",2655,1,100,444,765,617,728
"Viudo(a) (044)",758,,7,32,73,102,544
"Divorciado(a) (045)",61,,5,8,18,14,16
"Soltero(a) (046)",5024,2492,1667,476,179,112,98
,,,,,,,
"RURAL (048)",63656,12816,12823,11839,9531,6607,10040
"Conviviente (049)",24316,238,4677,7738,5648,3098,2917
"Separado(a) (050)",2457,28,549,642,507,343,388
"Casado(a) (051)",10870,18,426,1632,2482,2365,3947
"Viudo(a) (052)",3125,2,31,113,223,415,2341
"Divorciado(a) (053)",208,,33,44,40,30,61
"Soltero(a) (054)",22680,12530,7107,1670,631,356,386
"Hombres (056)",30689,6397,6206,5637,4565,3186,4698
"Conviviente (057)",11852,59,1839,3836,2872,1653,1593
"Separado(a) (058)",287,1,28,49,56,54,99
"Casado(a) (059)",5372,6,140,744,1199,1154,2129
"Viudo(a) (060)",846,1,5,17,68,112,643
"Divorciado(a) (061)",32,,1,6,3,7,15
"Soltero(a) (062)",12300,6330,4193,985,367,206,219
"Mujeres (064)",32967,6419,6617,6202,4966,3421,5342
"Conviviente (065)",12464,179,2838,3902,2776,1445,1324
"Separado(a) (066)",2170,27,521,593,451,289,289
"Casado(a) (067)",5498,12,286,888,1283,1211,1818
"Viudo(a) (068)",2279,1,26,96,155,303,1698
"Divorciado(a) (069)",176,,32,38,37,23,46
"Soltero(a) (070)",10380,6200,2914,685,264,150,167
