"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHANCHAMAYO (000)",66015,1521,24258,22746,14343,3147
"Empleado (001)",10095,87,3915,4189,1782,122
"Obrero (002)",13460,222,6159,4257,2374,448
"Trabajador independiente (003)",29731,223,8504,10953,8022,2029
"Empleador o patrono (004)",2817,4,591,1015,912,295
"Trabajador familiar no remunerado (005)",6900,881,3423,1546,861,189
"Trabajador del hogar (006)",1230,54,662,322,175,17
"Desocupado (008)",1782,50,1004,464,217,47
"Hombres (009)",47894,1038,17637,15871,10729,2619
"Empleado (010)",5415,43,1905,2254,1131,82
"Obrero (011)",11777,189,5494,3602,2088,404
"Trabajador independiente (012)",22883,158,6584,8172,6246,1723
"Empleador o patrono (013)",2355,3,479,840,773,260
"Trabajador familiar no remunerado (014)",4234,607,2516,678,325,108
"Trabajador del hogar (015)",84,10,61,7,3,3
"Desocupado (017)",1146,28,598,318,163,39
"Mujeres (018)",18121,483,6621,6875,3614,528
"Empleado (019)",4680,44,2010,1935,651,40
"Obrero (020)",1683,33,665,655,286,44
"Trabajador independiente (021)",6848,65,1920,2781,1776,306
"Empleador o patrono (022)",462,1,112,175,139,35
"Trabajador familiar no remunerado (023)",2666,274,907,868,536,81
"Trabajador del hogar (024)",1146,44,601,315,172,14
"Desocupado (026)",636,22,406,146,54,8
,,,,,,
"URBANA (027)",37218,630,13322,13889,8115,1262
"Empleado (028)",8852,79,3456,3632,1577,108
"Obrero (029)",6169,73,2622,2119,1171,184
"Trabajador independiente (030)",16318,137,4786,6328,4282,785
"Empleador o patrono (031)",1249,2,282,505,386,74
"Trabajador familiar no remunerado (032)",2295,273,956,636,366,64
"Trabajador del hogar (033)",918,42,460,262,144,10
"Desocupado (035)",1417,24,760,407,189,37
"Hombres (036)",24322,401,8715,8701,5537,968
"Empleado (037)",4714,41,1666,1933,997,77
"Obrero (038)",5323,60,2332,1745,1021,165
"Trabajador independiente (039)",11227,94,3425,4160,2948,600
"Empleador o patrono (040)",948,2,215,371,299,61
"Trabajador familiar no remunerado (041)",1167,182,608,215,128,34
"Trabajador del hogar (042)",45,6,32,4,3,
"Desocupado (044)",898,16,437,273,141,31
"Mujeres (045)",12896,229,4607,5188,2578,294
"Empleado (046)",4138,38,1790,1699,580,31
"Obrero (047)",846,13,290,374,150,19
"Trabajador independiente (048)",5091,43,1361,2168,1334,185
"Empleador o patrono (049)",301,,67,134,87,13
"Trabajador familiar no remunerado (050)",1128,91,348,421,238,30
"Trabajador del hogar (051)",873,36,428,258,141,10
"Desocupado (053)",519,8,323,134,48,6
,,,,,,
"RURAL (054)",28797,891,10936,8857,6228,1885
"Empleado (055)",1243,8,459,557,205,14
"Obrero (056)",7291,149,3537,2138,1203,264
"Trabajador independiente (057)",13413,86,3718,4625,3740,1244
"Empleador o patrono (058)",1568,2,309,510,526,221
"Trabajador familiar no remunerado (059)",4605,608,2467,910,495,125
"Trabajador del hogar (060)",312,12,202,60,31,7
"Desocupado (062)",365,26,244,57,28,10
"Hombres (063)",23572,637,8922,7170,5192,1651
"Empleado (064)",701,2,239,321,134,5
"Obrero (065)",6454,129,3162,1857,1067,239
"Trabajador independiente (066)",11656,64,3159,4012,3298,1123
"Empleador o patrono (067)",1407,1,264,469,474,199
"Trabajador familiar no remunerado (068)",3067,425,1908,463,197,74
"Trabajador del hogar (069)",39,4,29,3,,3
"Desocupado (071)",248,12,161,45,22,8
"Mujeres (072)",5225,254,2014,1687,1036,234
"Empleado (073)",542,6,220,236,71,9
"Obrero (074)",837,20,375,281,136,25
"Trabajador independiente (075)",1757,22,559,613,442,121
"Empleador o patrono (076)",161,1,45,41,52,22
"Trabajador familiar no remunerado (077)",1538,183,559,447,298,51
"Trabajador del hogar (078)",273,8,173,57,31,4
"Desocupado (080)",117,14,83,12,6,2
