"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",43446,10165,1292,22454,7867,475,546,224,423
"Jefe o Jefa (001)",8777,1345,9,4157,2316,240,329,125,256
"Esposa(o)/ compa¤era(o) (002)",6573,1815,17,3540,924,84,88,24,81
"Hijo(a)/ hijastro(a) (003)",19771,4868,987,10798,2934,85,43,32,24
"Yerno/ nuera (004)",558,33,1,233,255,9,6,8,13
"Nieto(a) (005)",1240,416,94,598,129,1,1,1,
"Padres/ suegros (006)",464,262,,163,27,3,,2,7
"Otro(a) pariente (007)",5432,1342,181,2732,1041,42,44,23,27
"Trabajador(a) del hogar (008)",77,7,,40,30,,,,
"Pensionista (009)",41,6,,8,19,,3,3,2
"Otro(a) no pariente (010)",513,71,3,185,192,11,32,6,13
"Hombres (012)",21929,3802,611,11246,5134,322,384,145,285
"Jefe o Jefa (013)",7086,793,4,3424,2049,208,286,103,219
"Esposa(o)/ compa¤era(o) (014)",387,28,1,174,140,17,12,1,14
"Hijo(a)/ hijastro(a) (015)",10214,2202,479,5611,1826,47,26,18,5
"Yerno/ nuera (016)",317,11,,113,164,8,5,4,12
"Nieto(a) (017)",625,188,53,310,71,1,1,1,
"Padres/ suegros (018)",145,40,,77,16,3,,2,7
"Otro(a) pariente (019)",2787,513,73,1421,693,28,30,10,19
"Trabajador(a) del hogar (020)",15,,,5,10,,,,
"Pensionista (021)",27,1,,5,15,,3,2,1
"Otro(a) no pariente (022)",326,26,1,106,150,10,21,4,8
"Mujeres (024)",21517,6363,681,11208,2733,153,162,79,138
"Jefe o Jefa (025)",1691,552,5,733,267,32,43,22,37
"Esposa(o)/ compa¤era(o) (026)",6186,1787,16,3366,784,67,76,23,67
"Hijo(a)/ hijastro(a) (027)",9557,2666,508,5187,1108,38,17,14,19
"Yerno/ nuera (028)",241,22,1,120,91,1,1,4,1
"Nieto(a) (029)",615,228,41,288,58,,,,
"Padres/ suegros (030)",319,222,,86,11,,,,
"Otro(a) pariente (031)",2645,829,108,1311,348,14,14,13,8
"Trabajador(a) del hogar (032)",62,7,,35,20,,,,
"Pensionista (033)",14,5,,3,4,,,1,1
"Otro(a) no pariente (034)",187,45,2,79,42,1,11,2,5
,,,,,,,,,
"URBANA (036)",12080,1577,428,5361,3678,268,334,122,312
"Jefe o Jefa (037)",2586,165,,1012,883,108,185,55,178
"Esposa(o)/ compa¤era(o) (038)",1807,175,2,903,515,57,68,17,70
"Hijo(a)/ hijastro(a) (039)",5216,858,336,2420,1466,58,33,24,21
"Yerno/ nuera (040)",174,2,,49,101,5,4,3,10
"Nieto(a) (041)",445,131,42,186,84,1,,1,
"Padres/ suegros (042)",141,42,,76,17,1,,1,4
"Otro(a) pariente (043)",1403,183,47,610,475,31,25,13,19
"Trabajador(a) del hogar (044)",56,2,,27,27,,,,
"Pensionista (045)",25,,,4,14,,2,3,2
"Otro(a) no pariente (046)",227,19,1,74,96,7,17,5,8
"Hombres (048)",6033,650,191,2476,2061,167,216,75,197
