"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia SECHURA",,,,
"Viviendas particulares (001)",11097,9675,474,948
"Ocupantes presentes (002)",50999,45799,2129,3071
"Casa independiente",,,,
"Viviendas particulares (004)",10651,9593,448,610
"Ocupantes presentes (005)",49595,45507,2042,2046
"Departamento en edificio",,,,
"Viviendas particulares (007)",9,7,2,
"Ocupantes presentes (008)",22,18,4,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",4,1,3,
"Ocupantes presentes (011)",10,1,9,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",2,2,,
"Ocupantes presentes (014)",8,8,,
"Choza o cabaña",,,,
"Viviendas particulares (016)",28,,,28
"Ocupantes presentes (017)",126,,,126
"Vivienda improvisada",,,,
"Viviendas particulares (019)",400,69,21,310
"Ocupantes presentes (020)",1235,262,74,899
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",3,3,,
"Ocupantes presentes (023)",3,3,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",6899,5837,306,756
"Ocupantes presentes (029)",30521,26768,1358,2395
"Casa independiente",,,,
"Viviendas particulares (031)",6505,5759,288,458
"Ocupantes presentes (032)",29317,26491,1302,1524
"Departamento en edificio",,,,
"Viviendas particulares (034)",9,7,2,
"Ocupantes presentes (035)",22,18,4,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",3,1,2,
"Ocupantes presentes (038)",8,1,7,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (043)",4,,,4
"Ocupantes presentes (044)",20,,,20
"Vivienda improvisada",,,,
"Viviendas particulares (046)",375,67,14,294
"Ocupantes presentes (047)",1151,255,45,851
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,3,,
"Ocupantes presentes (050)",3,3,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",4198,3838,168,192
"Ocupantes presentes (056)",20478,19031,771,676
"Casa independiente",,,,
"Viviendas particulares (058)",4146,3834,160,152
"Ocupantes presentes (059)",20278,19016,740,522
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,,1,
"Ocupantes presentes (065)",2,,2,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",2,2,,
"Ocupantes presentes (068)",8,8,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",24,,,24
"Ocupantes presentes (071)",106,,,106
"Vivienda improvisada",,,,
"Viviendas particulares (073)",25,2,7,16
"Ocupantes presentes (074)",84,7,29,48
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",10830,9442,472,916
"Ocupantes presentes (110)",49696,44649,2115,2932
"Casa independiente",,,,
"Viviendas particulares (112)",10412,9360,446,606
"Ocupantes presentes (113)",48418,44357,2028,2033
"Departamento en edificio",,,,
"Viviendas particulares (115)",9,7,2,
"Ocupantes presentes (116)",22,18,4,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",4,1,3,
"Ocupantes presentes (119)",10,1,9,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",2,2,,
"Ocupantes presentes (122)",8,8,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",400,69,21,310
"Ocupantes presentes (128)",1235,262,74,899
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,3,,
"Ocupantes presentes (131)",3,3,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",6749,5697,304,748
"Ocupantes presentes (137)",29789,26083,1344,2362
"Casa independiente",,,,
"Viviendas particulares (139)",6359,5619,286,454
"Ocupantes presentes (140)",28605,25806,1288,1511
"Departamento en edificio",,,,
"Viviendas particulares (142)",9,7,2,
"Ocupantes presentes (143)",22,18,4,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",3,1,2,
"Ocupantes presentes (146)",8,1,7,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",375,67,14,294
"Ocupantes presentes (155)",1151,255,45,851
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,3,,
"Ocupantes presentes (158)",3,3,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",4081,3745,168,168
"Ocupantes presentes (164)",19907,18566,771,570
"Casa independiente",,,,
"Viviendas particulares (166)",4053,3741,160,152
"Ocupantes presentes (167)",19813,18551,740,522
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,,1,
"Ocupantes presentes (173)",2,,2,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",2,2,,
"Ocupantes presentes (176)",8,8,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",25,2,7,16
"Ocupantes presentes (182)",84,7,29,48
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",267,233,2,32
"Ocupantes presentes (218)",1303,1150,14,139
"Casa independiente",,,,
"Viviendas particulares (220)",239,233,2,4
"Ocupantes presentes (221)",1177,1150,14,13
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",28,,,28
"Ocupantes presentes (233)",126,,,126
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",150,140,2,8
"Ocupantes presentes (245)",732,685,14,33
"Casa independiente",,,,
"Viviendas particulares (247)",146,140,2,4
"Ocupantes presentes (248)",712,685,14,13
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",4,,,4
"Ocupantes presentes (260)",20,,,20
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",117,93,,24
"Ocupantes presentes (272)",571,465,,106
"Casa independiente",,,,
"Viviendas particulares (274)",93,93,,
"Ocupantes presentes (275)",465,465,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",24,,,24
"Ocupantes presentes (287)",106,,,106
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
