"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHEPEN (000)",75980,75086,627,267
"Hombres (001)",37909,37525,252,132
"Mujeres (002)",38071,37561,375,135
"Menores de 1 año (003)",1310,1069,158,83
"Hombres (004)",645,539,68,38
"Mujeres (005)",665,530,90,45
"De 1 a 5 años (006)",7306,6891,254,161
"Hombres (007)",3734,3525,123,86
"Mujeres (008)",3572,3366,131,75
"De 6 a 14 años (009)",13991,13956,26,9
"Hombres (010)",7124,7106,14,4
"Mujeres (011)",6867,6850,12,5
"De 15 a 29 años (012)",19471,19448,18,5
"Hombres (013)",9771,9761,8,2
"Mujeres (014)",9700,9687,10,3
"De 30 a 44 años (015)",15757,15730,26,1
"Hombres (016)",7521,7515,6,
"Mujeres (017)",8236,8215,20,1
"De 45 a 64 años (018)",12385,12336,48,1
"Hombres (019)",6168,6157,11,
"Mujeres (020)",6217,6179,37,1
"De 65 a más años (021)",5760,5656,97,7
"Hombres (022)",2946,2922,22,2
"Mujeres (023)",2814,2734,75,5
,,,,
"URBANA (024)",62153,61446,517,190
"Hombres (025)",30617,30315,210,92
"Mujeres (026)",31536,31131,307,98
"Menores de 1 año (027)",1053,865,130,58
"Hombres (028)",511,427,58,26
"Mujeres (029)",542,438,72,32
"De 1 a 5 años (030)",5780,5452,213,115
"Hombres (031)",2949,2782,105,62
"Mujeres (032)",2831,2670,108,53
"De 6 a 14 años (033)",11258,11231,21,6
"Hombres (034)",5680,5668,11,1
"Mujeres (035)",5578,5563,10,5
"De 15 a 29 años (036)",15784,15769,13,2
"Hombres (037)",7816,7808,7,1
"Mujeres (038)",7968,7961,6,1
"De 30 a 44 años (039)",13131,13109,21,1
"Hombres (040)",6168,6163,5,
"Mujeres (041)",6963,6946,16,1
"De 45 a 64 años (042)",10301,10262,38,1
"Hombres (043)",5059,5051,8,
"Mujeres (044)",5242,5211,30,1
"De 65 a más años (045)",4846,4758,81,7
"Hombres (046)",2434,2416,16,2
"Mujeres (047)",2412,2342,65,5
,,,,
"RURAL (048)",13827,13640,110,77
"Hombres (049)",7292,7210,42,40
"Mujeres (050)",6535,6430,68,37
"Menores de 1 año (051)",257,204,28,25
"Hombres (052)",134,112,10,12
"Mujeres (053)",123,92,18,13
"De 1 a 5 años (054)",1526,1439,41,46
"Hombres (055)",785,743,18,24
"Mujeres (056)",741,696,23,22
"De 6 a 14 años (057)",2733,2725,5,3
"Hombres (058)",1444,1438,3,3
"Mujeres (059)",1289,1287,2,
"De 15 a 29 años (060)",3687,3679,5,3
"Hombres (061)",1955,1953,1,1
"Mujeres (062)",1732,1726,4,2
"De 30 a 44 años (063)",2626,2621,5,
"Hombres (064)",1353,1352,1,
"Mujeres (065)",1273,1269,4,
"De 45 a 64 años (066)",2084,2074,10,
"Hombres (067)",1109,1106,3,
"Mujeres (068)",975,968,7,
"De 65 a más años (069)",914,898,16,
"Hombres (070)",512,506,6,
"Mujeres (071)",402,392,10,
