"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA CRUZ (000)",41094,6961,1209,19699,10556,678,1067,284,640
"Jefe o Jefa (001)",10960,1855,4,5722,2339,192,447,97,304
"Esposa(o)/ compa¤era(o) (002)",7217,1628,13,3836,1261,90,228,46,115
"Hijo(a)/ hijastro(a) (003)",16599,2148,871,7465,5407,262,237,88,121
"Yerno/ nuera (004)",558,25,3,211,235,12,43,6,23
"Nieto(a) (005)",2380,468,223,1161,490,17,9,5,7
"Padres/ suegros (006)",383,251,,120,8,,3,1,
"Otro(a) pariente (007)",2536,519,92,1057,686,66,55,26,35
"Trabajador(a) del hogar (008)",87,13,,40,30,2,,2,
"Pensionista (009)",35,,,6,13,2,7,,7
"Otro(a) no pariente (010)",339,54,3,81,87,35,38,13,28
"Hombres (012)",20545,2435,619,9926,6145,359,547,156,358
"Jefe o Jefa (013)",8424,844,4,4717,2046,144,360,72,237
"Esposa(o)/ compa¤era(o) (014)",223,19,1,115,60,9,8,6,5
"Hijo(a)/ hijastro(a) (015)",8950,1084,449,3870,3198,142,101,46,60
"Yerno/ nuera (016)",221,11,1,52,107,4,24,6,16
"Nieto(a) (017)",1211,221,118,580,274,8,3,3,4
"Padres/ suegros (018)",102,43,,52,5,,1,1,
"Otro(a) pariente (019)",1225,192,44,496,391,39,28,16,19
"Trabajador(a) del hogar (020)",8,1,,3,3,,,1,
"Pensionista (021)",27,,,5,9,1,6,,6
"Otro(a) no pariente (022)",154,20,2,36,52,12,16,5,11
"Mujeres (024)",20549,4526,590,9773,4411,319,520,128,282
"Jefe o Jefa (025)",2536,1011,,1005,293,48,87,25,67
"Esposa(o)/ compa¤era(o) (026)",6994,1609,12,3721,1201,81,220,40,110
"Hijo(a)/ hijastro(a) (027)",7649,1064,422,3595,2209,120,136,42,61
"Yerno/ nuera (028)",337,14,2,159,128,8,19,,7
"Nieto(a) (029)",1169,247,105,581,216,9,6,2,3
"Padres/ suegros (030)",281,208,,68,3,,2,,
"Otro(a) pariente (031)",1311,327,48,561,295,27,27,10,16
"Trabajador(a) del hogar (032)",79,12,,37,27,2,,1,
"Pensionista (033)",8,,,1,4,1,1,,1
"Otro(a) no pariente (034)",185,34,1,45,35,23,22,8,17
,,,,,,,,,
"URBANA (036)",8431,806,265,2930,2632,403,717,195,483
"Jefe o Jefa (037)",2362,139,,798,696,128,300,70,231
"Esposa(o)/ compa¤era(o) (038)",1413,118,1,522,408,62,174,38,90
"Hijo(a)/ hijastro(a) (039)",3105,344,185,1124,1079,117,138,42,76
"Yerno/ nuera (040)",128,,,15,59,7,24,4,19
"Nieto(a) (041)",433,90,58,165,94,12,4,4,6
"Padres/ suegros (042)",107,43,,55,5,,3,1,
"Otro(a) pariente (043)",574,50,19,180,194,45,35,22,29
"Trabajador(a) del hogar (044)",61,6,,26,26,2,,1,
"Pensionista (045)",29,,,3,11,2,6,,7
"Otro(a) no pariente (046)",219,16,2,42,60,28,33,13,25
