"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ACOBAMBA (000)",54540,22939,1710,443,29506
"Hombres (001)",26714,10991,892,255,14614
"Mujeres (002)",27826,11948,818,188,14892
"PEA (003)",16591,3154,851,182,12423
"Hombres (004)",11320,1906,522,136,8772
"Mujeres (005)",5271,1248,329,46,3651
"Ocupada (006)",15410,2933,825,177,11494
"Hombres (007)",10396,1744,508,132,8028
"Mujeres (008)",5014,1189,317,45,3466
"Desocupada (009)",1181,221,26,5,929
"Hombres (010)",924,162,14,4,744
"Mujeres (011)",257,59,12,1,185
"No PEA (012)",37949,19785,859,261,17083
"Hombres (013)",15394,9085,370,119,5842
"Mujeres (014)",22555,10700,489,142,11241
,,,,,
"URBANA (018)",16833,5646,1392,284,9542
"Hombres (019)",8192,2682,715,161,4653
"Mujeres (020)",8641,2964,677,123,4889
"PEA (021)",5534,912,706,122,3807
"Hombres (022)",3539,517,416,91,2526
"Mujeres (023)",1995,395,290,31,1281
"Ocupada (024)",4951,813,681,119,3351
"Hombres (025)",3090,443,403,89,2166
"Mujeres (026)",1861,370,278,30,1185
"Desocupada (027)",583,99,25,3,456
"Hombres (028)",449,74,13,2,360
"Mujeres (029)",134,25,12,1,96
"No PEA (030)",11299,4734,686,162,5735
"Hombres (031)",4653,2165,299,70,2127
"Mujeres (032)",6646,2569,387,92,3608
,,,,,
"RURAL (036)",37707,17293,318,159,19964
"Hombres (037)",18522,8309,177,94,9961
"Mujeres (038)",19185,8984,141,65,10003
"PEA (039)",11057,2242,145,60,8616
"Hombres (040)",7781,1389,106,45,6246
"Mujeres (041)",3276,853,39,15,2370
"Ocupada (042)",10459,2120,144,58,8143
"Hombres (043)",7306,1301,105,43,5862
"Mujeres (044)",3153,819,39,15,2281
"Desocupada (045)",598,122,1,2,473
"Hombres (046)",475,88,1,2,384
"Mujeres (047)",123,34,,,89
"No PEA (048)",26650,15051,173,99,11348
"Hombres (049)",10741,6920,71,49,3715
"Mujeres (050)",15909,8131,102,50,7633
