"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUARI (000)",1196,253,943
"Sin nivel (001)",131,22,109
"Primaria (003)",377,50,327
"Secundaria (004)",486,130,356
"Superior no univ. incompleta (005)",47,12,35
"Superior no univ. completa (006)",107,25,82
"Superior univ. incompleta (007)",15,4,11
"Superior univ. completa (008)",33,10,23
"Hombres (010)",1012,191,821
"Sin nivel (011)",105,17,88
"Primaria (013)",344,43,301
"Secundaria (014)",416,100,316
"Superior no univ. incompleta (015)",37,6,31
"Superior no univ. completa (016)",74,16,58
"Superior univ. incompleta (017)",13,2,11
"Superior univ. completa (018)",23,7,16
"Mujeres (020)",184,62,122
"Sin nivel (021)",26,5,21
"Primaria (023)",33,7,26
"Secundaria (024)",70,30,40
"Superior no univ. incompleta (025)",10,6,4
"Superior no univ. completa (026)",33,9,24
"Superior univ. incompleta (027)",2,2,
"Superior univ. completa (028)",10,3,7
,,,
"AREA URBANA (030)",495,101,394
"Sin nivel (031)",40,5,35
"Primaria (033)",108,15,93
"Secundaria (034)",205,52,153
"Superior no univ. incompleta (035)",29,6,23
"Superior no univ. completa (036)",75,14,61
"Superior univ. incompleta (037)",11,3,8
"Superior univ. completa (038)",27,6,21
"Hombres (040)",396,71,325
"Sin nivel (041)",32,4,28
"Primaria (043)",91,11,80
"Secundaria (044)",172,40,132
"Superior no univ. incompleta (045)",24,2,22
"Superior no univ. completa (046)",50,9,41
"Superior univ. incompleta (047)",9,1,8
"Superior univ. completa (048)",18,4,14
"Mujeres (050)",99,30,69
"Sin nivel (051)",8,1,7
"Primaria (053)",17,4,13
"Secundaria (054)",33,12,21
"Superior no univ. incompleta (055)",5,4,1
"Superior no univ. completa (056)",25,5,20
"Superior univ. incompleta (057)",2,2,
"Superior univ. completa (058)",9,2,7
,,,
"AREA RURAL (060)",701,152,549
"Sin nivel (061)",91,17,74
"Primaria (063)",269,35,234
"Secundaria (064)",281,78,203
"Superior no univ. incompleta (065)",18,6,12
"Superior no univ. completa (066)",32,11,21
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",6,4,2
"Hombres (070)",616,120,496
"Sin nivel (071)",73,13,60
"Primaria (073)",253,32,221
"Secundaria (074)",244,60,184
"Superior no univ. incompleta (075)",13,4,9
"Superior no univ. completa (076)",24,7,17
"Superior univ. incompleta (077)",4,1,3
"Superior univ. completa (078)",5,3,2
"Mujeres (080)",85,32,53
"Sin nivel (081)",18,4,14
"Primaria (083)",16,3,13
"Secundaria (084)",37,18,19
"Superior no univ. incompleta (085)",5,2,3
"Superior no univ. completa (086)",8,4,4
"Superior univ. completa (088)",1,1,
