"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARI (000)",15743,1836,15,4516,4349,980,2393,426,1228
"Empleado (001)",3427,40,,119,551,348,1308,194,867
"Obrero (002)",5133,466,7,1477,1813,370,672,164,164
"Trabajador independiente (003)",5452,1008,5,2257,1466,193,323,55,145
"Empleador o patrono (004)",97,6,,20,24,18,13,2,14
"Trabajador familiar no remunerado (005)",1411,264,3,575,424,41,66,9,29
"Trabajador del hogar (006)",223,52,,68,71,10,11,2,9
"Hombres (008)",12904,1333,13,3924,3771,828,1781,348,906
"Empleado (009)",2373,13,,83,411,269,831,147,619
"Obrero (010)",4825,383,6,1376,1735,358,649,162,156
"Trabajador independiente (011)",4607,811,5,2020,1249,149,239,33,101
"Empleador o patrono (012)",77,3,,14,19,17,10,2,12
"Trabajador familiar no remunerado (013)",1005,121,2,426,353,34,48,4,17
"Trabajador del hogar (014)",17,2,,5,4,1,4,,1
"Mujeres (016)",2839,503,2,592,578,152,612,78,322
"Empleado (017)",1054,27,,36,140,79,477,47,248
"Obrero (018)",308,83,1,101,78,12,23,2,8
"Trabajador independiente (019)",845,197,,237,217,44,84,22,44
"Empleador o patrono (020)",20,3,,6,5,1,3,,2
"Trabajador familiar no remunerado (021)",406,143,1,149,71,7,18,5,12
"Trabajador del hogar (022)",206,50,,63,67,9,7,2,8
,,,,,,,,,
"URBANA (024)",6208,324,3,1363,1794,451,1308,200,765
"Empleado (025)",2064,15,,63,266,172,895,108,545
"Obrero (026)",1419,77,1,418,615,105,126,29,48
"Trabajador independiente (027)",2082,159,1,697,699,123,227,53,123
"Empleador o patrono (028)",66,2,,8,16,14,12,2,12
"Trabajador familiar no remunerado (029)",426,39,1,129,156,28,39,6,28
"Trabajador del hogar (030)",151,32,,48,42,9,9,2,9
"Hombres (032)",4405,165,3,1033,1421,337,811,128,507
"Empleado (033)",1254,5,,41,172,112,506,67,351
"Obrero (034)",1288,52,1,372,580,98,113,27,45
"Trabajador independiente (035)",1541,96,1,544,539,90,157,31,83
"Empleador o patrono (036)",58,2,,6,14,13,10,2,11
"Trabajador familiar no remunerado (037)",251,8,1,66,114,23,22,1,16
"Trabajador del hogar (038)",13,2,,4,2,1,3,,1
"Mujeres (040)",1803,159,,330,373,114,497,72,258
"Empleado (041)",810,10,,22,94,60,389,41,194
"Obrero (042)",131,25,,46,35,7,13,2,3
"Trabajador independiente (043)",541,63,,153,160,33,70,22,40
"Empleador o patrono (044)",8,,,2,2,1,2,,1
"Trabajador familiar no remunerado (045)",175,31,,63,42,5,17,5,12
"Trabajador del hogar (046)",138,30,,44,40,8,6,2,8
,,,,,,,,,
"RURAL (048)",9535,1512,12,3153,2555,529,1085,226,463
"Empleado (049)",1363,25,,56,285,176,413,86,322
"Obrero (050)",3714,389,6,1059,1198,265,546,135,116
"Trabajador independiente (051)",3370,849,4,1560,767,70,96,2,22
"Empleador o patrono (052)",31,4,,12,8,4,1,,2
"Trabajador familiar no remunerado (053)",985,225,2,446,268,13,27,3,1
"Trabajador del hogar (054)",72,20,,20,29,1,2,,
"Hombres (056)",8499,1168,10,2891,2350,491,970,220,399
"Empleado (057)",1119,8,,42,239,157,325,80,268
"Obrero (058)",3537,331,5,1004,1155,260,536,135,111
"Trabajador independiente (059)",3066,715,4,1476,710,59,82,2,18
"Empleador o patrono (060)",19,1,,8,5,4,,,1
"Trabajador familiar no remunerado (061)",754,113,1,360,239,11,26,3,1
"Trabajador del hogar (062)",4,,,1,2,,1,,
"Mujeres (064)",1036,344,2,262,205,38,115,6,64
"Empleado (065)",244,17,,14,46,19,88,6,54
"Obrero (066)",177,58,1,55,43,5,10,,5
"Trabajador independiente (067)",304,134,,84,57,11,14,,4
"Empleador o patrono (068)",12,3,,4,3,,1,,1
"Trabajador familiar no remunerado (069)",231,112,1,86,29,2,1,,
"Trabajador del hogar (070)",68,20,,19,27,1,1,,
