"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia DATEM DEL MARAÑON (000)",49571,42179,6918,474
"Hombres (001)",25223,21962,3038,223
"Mujeres (002)",24348,20217,3880,251
"Menores de 1 año (003)",1775,490,1170,115
"Hombres (004)",897,244,597,56
"Mujeres (005)",878,246,573,59
"De 1 a 5 años (006)",9255,4835,4128,292
"Hombres (007)",4566,2381,2035,150
"Mujeres (008)",4689,2454,2093,142
"De 6 a 14 años (009)",13528,12952,549,27
"Hombres (010)",6880,6669,203,8
"Mujeres (011)",6648,6283,346,19
"De 15 a 29 años (012)",13015,12638,364,13
"Hombres (013)",6449,6388,58,3
"Mujeres (014)",6566,6250,306,10
"De 30 a 44 años (015)",7097,6818,266,13
"Hombres (016)",3736,3698,37,1
"Mujeres (017)",3361,3120,229,12
"De 45 a 64 años (018)",4038,3717,311,10
"Hombres (019)",2230,2159,67,4
"Mujeres (020)",1808,1558,244,6
"De 65 a más años (021)",863,729,130,4
"Hombres (022)",465,423,41,1
"Mujeres (023)",398,306,89,3
,,,,
"URBANA (024)",13598,12813,676,109
"Hombres (025)",6854,6468,327,59
"Mujeres (026)",6744,6345,349,50
"Menores de 1 año (027)",408,215,170,23
"Hombres (028)",212,106,95,11
"Mujeres (029)",196,109,75,12
"De 1 a 5 años (030)",2160,1674,407,79
"Hombres (031)",1069,820,205,44
"Mujeres (032)",1091,854,202,35
"De 6 a 14 años (033)",3546,3520,25,1
"Hombres (034)",1779,1766,12,1
"Mujeres (035)",1767,1754,13,
"De 15 a 29 años (036)",3748,3730,16,2
"Hombres (037)",1829,1825,3,1
"Mujeres (038)",1919,1905,13,1
"De 30 a 44 años (039)",2160,2150,10,
"Hombres (040)",1093,1092,1,
"Mujeres (041)",1067,1058,9,
"De 45 a 64 años (042)",1291,1259,30,2
"Hombres (043)",710,701,7,2
"Mujeres (044)",581,558,23,
"De 65 a más años (045)",285,265,18,2
"Hombres (046)",162,158,4,
"Mujeres (047)",123,107,14,2
,,,,
"RURAL (048)",35973,29366,6242,365
"Hombres (049)",18369,15494,2711,164
"Mujeres (050)",17604,13872,3531,201
"Menores de 1 año (051)",1367,275,1000,92
"Hombres (052)",685,138,502,45
"Mujeres (053)",682,137,498,47
"De 1 a 5 años (054)",7095,3161,3721,213
"Hombres (055)",3497,1561,1830,106
"Mujeres (056)",3598,1600,1891,107
"De 6 a 14 años (057)",9982,9432,524,26
"Hombres (058)",5101,4903,191,7
"Mujeres (059)",4881,4529,333,19
"De 15 a 29 años (060)",9267,8908,348,11
"Hombres (061)",4620,4563,55,2
"Mujeres (062)",4647,4345,293,9
"De 30 a 44 años (063)",4937,4668,256,13
"Hombres (064)",2643,2606,36,1
"Mujeres (065)",2294,2062,220,12
"De 45 a 64 años (066)",2747,2458,281,8
"Hombres (067)",1520,1458,60,2
"Mujeres (068)",1227,1000,221,6
"De 65 a más años (069)",578,464,112,2
"Hombres (070)",303,265,37,1
"Mujeres (071)",275,199,75,1
