"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SANDIA (000)",14208,123,5487,5154,1517,408,166,52,10,,1291
"Conviviente (001)",6060,62,2519,2149,623,130,43,9,1,,524
"Separado(a) (002)",592,17,244,205,50,24,10,1,2,,39
"Casado(a) (003)",5431,30,2084,2172,613,171,76,29,3,,253
"Viudo(a) (004)",1276,8,451,477,168,60,26,11,2,,73
"Divorciado(a) (005)",58,2,17,26,7,2,1,,,,3
"Soltero(a) (006)",791,4,172,125,56,21,10,2,2,,399
,,,,,,,,,,,
"URBANA (008)",4107,31,1481,1425,480,134,70,22,4,,460
"Conviviente (009)",1853,13,700,646,219,59,19,3,1,,193
"Separado(a) (010)",232,7,87,84,21,6,5,1,2,,19
"Casado(a) (011)",1365,8,501,535,162,43,29,11,1,,75
"Viudo(a) (012)",333,2,130,107,43,16,10,5,,,20
"Divorciado(a) (013)",16,1,3,9,2,,1,,,,
"Soltero(a) (014)",308,,60,44,33,10,6,2,,,153
,,,,,,,,,,,
"RURAL (016)",10101,92,4006,3729,1037,274,96,30,6,,831
"Conviviente (017)",4207,49,1819,1503,404,71,24,6,,,331
"Separado(a) (018)",360,10,157,121,29,18,5,,,,20
"Casado(a) (019)",4066,22,1583,1637,451,128,47,18,2,,178
"Viudo(a) (020)",943,6,321,370,125,44,16,6,2,,53
"Divorciado(a) (021)",42,1,14,17,5,2,,,,,3
"Soltero(a) (022)",483,4,112,81,23,11,4,,2,,246
