"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia POMABAMBA",,,,,,,,
"Viviendas particulares (001)",6425,5687,652,11,24,44,2,5
"Ocupantes presentes (002)",27783,24620,2822,38,99,178,10,16
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6363,5646,638,11,21,40,2,5
"Ocupantes presentes (005)",27512,24431,2758,38,92,167,10,16
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",15,,10,,1,4,,
"Ocupantes presentes (011)",66,,53,,2,11,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",12,6,4,,2,,,
"Ocupantes presentes (014)",46,30,11,,5,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",33,33,,,,,,
"Ocupantes presentes (017)",148,148,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,
"Ocupantes presentes (023)",11,11,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1419,790,555,11,21,38,1,3
"Ocupantes presentes (029)",5971,3266,2412,38,87,158,2,8
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1390,782,541,11,18,34,1,3
"Ocupantes presentes (032)",5848,3225,2348,38,80,147,2,8
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",15,,10,,1,4,,
"Ocupantes presentes (038)",66,,53,,2,11,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",12,6,4,,2,,,
"Ocupantes presentes (041)",46,30,11,,5,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,
"Ocupantes presentes (050)",11,11,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",5006,4897,97,,3,6,1,2
"Ocupantes presentes (056)",21812,21354,410,,12,20,8,8
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4973,4864,97,,3,6,1,2
"Ocupantes presentes (059)",21664,21206,410,,12,20,8,8
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",33,33,,,,,,
"Ocupantes presentes (071)",148,148,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
