"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OXAPAMPA (000)",19107,55,225,686,1694,4007,8169,4271
"De 12 a 14 años (001)",40,,,,,,2,38
"De 15 a 19 años (002)",999,,,,,,628,371
"De 20 a 24 años (003)",2497,,,,,8,1646,843
"De 25 a 29 años (004)",2770,,,,,174,1925,671
"De 30 a 34 años (005)",2556,,,,1,502,1566,487
"De 35 a 39 años (006)",2522,,,,25,803,1324,370
"De 40 a 44 años (007)",1997,,,,134,865,714,284
"De 45 a 49 años (008)",1620,,,7,282,774,314,243
"De 50 y más años (009)",4106,55,225,679,1252,881,50,964
"PEA (010)",7132,2,33,165,624,1757,2864,1687
"De 12 a 14 años (011)",8,,,,,,,8
"De 15 a 19 años (012)",245,,,,,,147,98
"De 20 a 24 años (013)",790,,,,,3,472,315
"De 25 a 29 años (014)",1020,,,,,65,656,299
"De 30 a 34 años (015)",1035,,,,,205,586,244
"De 35 a 39 años (016)",1129,,,,12,382,545,190
"De 40 a 44 años (017)",932,,,,73,403,313,143
"De 45 a 49 años (018)",711,,,2,124,351,123,111
"De 50 y más años (019)",1262,2,33,163,415,348,22,279
"Ocupada (020)",7043,2,32,165,624,1743,2816,1661
"De 12 a 14 años (021)",8,,,,,,,8
"De 15 a 19 años (022)",236,,,,,,142,94
"De 20 a 24 años (023)",768,,,,,2,459,307
"De 25 a 29 años (024)",997,,,,,62,644,291
"De 30 a 34 años (025)",1017,,,,,202,573,242
"De 35 a 39 años (026)",1123,,,,12,380,543,188
"De 40 a 44 años (027)",928,,,,73,402,311,142
"De 45 a 49 años (028)",709,,,2,124,350,122,111
"De 50 y más años (029)",1257,2,32,163,415,345,22,278
"Desocupada (030)",89,,1,,,14,48,26
"De 15 a 19 años (032)",9,,,,,,5,4
"De 20 a 24 años (033)",22,,,,,1,13,8
"De 25 a 29 años (034)",23,,,,,3,12,8
"De 30 a 34 años (035)",18,,,,,3,13,2
"De 35 a 39 años (036)",6,,,,,2,2,2
"De 40 a 44 años (037)",4,,,,,1,2,1
"De 45 a 49 años (038)",2,,,,,1,1,
"De 50 y más años (039)",5,,1,,,3,,1
"No PEA (040)",11975,53,192,521,1070,2250,5305,2584
"De 12 a 14 años (041)",32,,,,,,2,30
"De 15 a 19 años (042)",754,,,,,,481,273
"De 20 a 24 años (043)",1707,,,,,5,1174,528
"De 25 a 29 años (044)",1750,,,,,109,1269,372
"De 30 a 34 años (045)",1521,,,,1,297,980,243
"De 35 a 39 años (046)",1393,,,,13,421,779,180
"De 40 a 44 años (047)",1065,,,,61,462,401,141
