"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BOLIVAR (000)",4382,141,1366,1456,1096,323
"Agric., ganadería, caza y silvicultura (001)",2641,110,845,780,674,232
"Explotación de minas y canteras (003)",19,,10,6,3,
"Industrias manufactureras (004)",121,2,25,51,32,11
"Suministro de electricidad, gas y agua (005)",1,,,1,,
"Construcción (006)",224,6,74,79,53,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",177,4,44,60,51,18
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,4,1,,
"Comercio al por mayor (009)",12,,4,4,4,
"Comercio al por menor (010)",160,4,36,55,47,18
"Hoteles y restaurantes (011)",88,2,27,31,25,3
"Trans., almac. y comunicaciones (012)",54,,25,17,10,2
"Intermediación financiera (013)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (014)",28,,8,9,11,
"Admin.pub. y defensa; p. segur.soc afil (015)",122,,35,52,32,3
"Enseñanza (016)",366,,68,211,87,
"Servicios sociales y de salud (017)",45,,20,16,8,1
"Otras activ. serv.comun.soc y personales (018)",36,,10,15,10,1
"Hogares privados con servicio doméstico (019)",105,8,45,25,19,8
"Actividad economica no especificada (021)",227,2,68,72,58,27
"Desocupado (022)",126,7,62,30,22,5
"Hombres (023)",3560,115,1106,1142,915,282
"Agric., ganadería, caza y silvicultura (024)",2490,97,794,739,638,222
"Explotación de minas y canteras (026)",19,,10,6,3,
"Industrias manufactureras (027)",88,2,22,38,19,7
"Suministro de electricidad, gas y agua (028)",1,,,1,,
"Construcción (029)",221,6,74,77,52,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",93,2,28,28,23,12
"Venta, mant.y rep. veh.autom.y motoc. (031)",5,,4,1,,
"Comercio al por mayor (032)",4,,2,1,1,
"Comercio al por menor (033)",84,2,22,26,22,12
"Hoteles y restaurantes (034)",8,,1,4,2,1
"Trans., almac. y comunicaciones (035)",43,,18,15,9,1
"Intermediación financiera (036)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (037)",21,,5,6,10,
"Admin.pub. y defensa; p. segur.soc afil (038)",95,,24,41,27,3
"Enseñanza (039)",201,,33,105,63,
"Servicios sociales y de salud (040)",22,,10,6,5,1
"Otras activ. serv.comun.soc y personales (041)",15,,5,7,2,1
"Hogares privados con servicio doméstico (042)",13,1,5,2,3,2
"Actividad economica no especificada (044)",124,2,29,42,36,15
