"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PATAZ (000)",53476,6593,7745,1075,38168
"Conviviente (001)",17883,1397,2932,352,13218
"Separado(a) (002)",1387,130,132,21,1105
"Casado(a) (003)",11997,790,2189,299,8761
"Viudo(a) (004)",2326,108,83,15,2121
"Divorciado(a) (005)",211,8,35,7,163
"Soltero(a) (006)",19672,4160,2374,381,12800
"Hombres (008)",28898,3061,5785,782,19364
"Conviviente (009)",9599,482,2300,266,6565
"Separado(a) (010)",365,19,85,13,249
"Casado(a) (011)",6447,313,1578,208,4386
"Viudo(a) (012)",611,25,33,8,546
"Divorciado(a) (013)",93,1,27,6,60
"Soltero(a) (014)",11783,2221,1762,281,7558
"Mujeres (016)",24578,3532,1960,293,18804
"Conviviente (017)",8284,915,632,86,6653
"Separado(a) (018)",1022,111,47,8,856
"Casado(a) (019)",5550,477,611,91,4375
"Viudo(a) (020)",1715,83,50,7,1575
"Divorciado(a) (021)",118,7,8,1,103
"Soltero(a) (022)",7889,1939,612,100,5242
,,,,,
"URBANA (024)",14905,955,3869,620,9516
"Conviviente (025)",4995,200,1418,201,3180
"Separado(a) (026)",396,25,56,10,305
"Casado(a) (027)",3458,96,1158,175,2046
"Viudo(a) (028)",495,8,49,10,429
"Divorciado(a) (029)",61,,13,2,46
"Soltero(a) (030)",5500,626,1175,222,3510
"Hombres (032)",8036,468,2594,409,4616
"Conviviente (033)",2709,81,1030,143,1459
"Separado(a) (034)",112,4,28,3,77
"Casado(a) (035)",1837,44,718,107,983
"Viudo(a) (036)",115,2,14,4,96
"Divorciado(a) (037)",26,,9,2,15
"Soltero(a) (038)",3237,337,795,150,1986
"Mujeres (040)",6869,487,1275,211,4900
"Conviviente (041)",2286,119,388,58,1721
"Separado(a) (042)",284,21,28,7,228
"Casado(a) (043)",1621,52,440,68,1063
"Viudo(a) (044)",380,6,35,6,333
"Divorciado(a) (045)",35,,4,,31
"Soltero(a) (046)",2263,289,380,72,1524
,,,,,
"RURAL (048)",38571,5638,3876,455,28652
"Conviviente (049)",12888,1197,1514,151,10038
"Separado(a) (050)",991,105,76,11,800
"Casado(a) (051)",8539,694,1031,124,6715
"Viudo(a) (052)",1831,100,34,5,1692
"Divorciado(a) (053)",150,8,22,5,117
"Soltero(a) (054)",14172,3534,1199,159,9290
"Hombres (056)",20862,2593,3191,373,14748
"Conviviente (057)",6890,401,1270,123,5106
"Separado(a) (058)",253,15,57,10,172
"Casado(a) (059)",4610,269,860,101,3403
"Viudo(a) (060)",496,23,19,4,450
"Divorciado(a) (061)",67,1,18,4,45
"Soltero(a) (062)",8546,1884,967,131,5572
"Mujeres (064)",17709,3045,685,82,13904
"Conviviente (065)",5998,796,244,28,4932
"Separado(a) (066)",738,90,19,1,628
"Casado(a) (067)",3929,425,171,23,3312
"Viudo(a) (068)",1335,77,15,1,1242
"Divorciado(a) (069)",83,7,4,1,72
"Soltero(a) (070)",5626,1650,232,28,3718
