"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BELLAVISTA (000)",45341,2469,11622,9205,7596,6394,3921,2102,2032
"Quechua (001)",290,3,20,28,31,34,45,38,91
"Aymara (002)",6,,1,2,1,1,,1,
"Ashaninca (003)",4,,,,1,1,1,,1
"Otra lengua nativa (004)",8,,4,1,1,,2,,
"Castellano (005)",44954,2463,11576,9156,7547,6350,3867,2060,1935
"Es sordomudo/a (007)",79,3,21,18,15,8,6,3,5
"Hombres (009)",24327,1238,6004,4914,4028,3650,2271,1182,1040
"Quechua (010)",120,2,10,7,17,16,22,17,29
"Aymara (011)",2,,1,,,,,1,
"Ashaninca (012)",2,,,,,1,,,1
"Otra lengua nativa (013)",7,,4,1,1,,1,,
"Castellano (014)",24149,1236,5976,4892,3998,3631,2245,1163,1008
"Es sordomudo/a (016)",47,,13,14,12,2,3,1,2
"Mujeres (018)",21014,1231,5618,4291,3568,2744,1650,920,992
"Quechua (019)",170,1,10,21,14,18,23,21,62
"Aymara (020)",4,,,2,1,1,,,
"Ashaninca (021)",2,,,,1,,1,,
"Otra lengua nativa (022)",1,,,,,,1,,
"Castellano (023)",20805,1227,5600,4264,3549,2719,1622,897,927
"Es sordomudo/a (025)",32,3,8,4,3,6,3,2,3
,,,,,,,,,
"URBANA (027)",25282,1228,6077,5095,4147,3803,2414,1236,1282
"Quechua (028)",105,2,4,2,5,10,15,15,52
"Aymara (029)",3,,,,1,1,,1,
"Ashaninca (030)",2,,,,,,1,,1
"Otra lengua nativa (031)",5,,2,1,,,2,,
"Castellano (032)",25128,1224,6061,5083,4133,3788,2395,1218,1226
"Es sordomudo/a (034)",39,2,10,9,8,4,1,2,3
"Hombres (036)",13350,614,3157,2695,2108,2103,1367,679,627
"Quechua (037)",38,2,3,1,4,3,6,7,12
"Aymara (038)",1,,,,,,,1,
"Ashaninca (039)",1,,,,,,,,1
"Otra lengua nativa (040)",4,,2,1,,,1,,
"Castellano (041)",13282,612,3146,2685,2098,2098,1359,670,614
"Es sordomudo/a (043)",24,,6,8,6,2,1,1,
"Mujeres (045)",11932,614,2920,2400,2039,1700,1047,557,655
"Quechua (046)",67,,1,1,1,7,9,8,40
"Aymara (047)",2,,,,1,1,,,
"Ashaninca (048)",1,,,,,,1,,
"Otra lengua nativa (049)",1,,,,,,1,,
"Castellano (050)",11846,612,2915,2398,2035,1690,1036,548,612
"Es sordomudo/a (052)",15,2,4,1,2,2,,1,3
,,,,,,,,,
"RURAL (054)",20059,1241,5545,4110,3449,2591,1507,866,750
"Quechua (055)",185,1,16,26,26,24,30,23,39
"Aymara (056)",3,,1,2,,,,,
"Ashaninca (057)",2,,,,1,1,,,
"Otra lengua nativa (058)",3,,2,,1,,,,
"Castellano (059)",19826,1239,5515,4073,3414,2562,1472,842,709
"Es sordomudo/a (061)",40,1,11,9,7,4,5,1,2
"Hombres (063)",10977,624,2847,2219,1920,1547,904,503,413
"Quechua (064)",82,,7,6,13,13,16,10,17
"Aymara (065)",1,,1,,,,,,
"Ashaninca (066)",1,,,,,1,,,
"Otra lengua nativa (067)",3,,2,,1,,,,
"Castellano (068)",10867,624,2830,2207,1900,1533,886,493,394
"Es sordomudo/a (070)",23,,7,6,6,,2,,2
"Mujeres (072)",9082,617,2698,1891,1529,1044,603,363,337
"Quechua (073)",103,1,9,20,13,11,14,13,22
"Aymara (074)",2,,,2,,,,,
"Ashaninca (075)",1,,,,1,,,,
"Castellano (077)",8959,615,2685,1866,1514,1029,586,349,315
"Es sordomudo/a (079)",17,1,4,3,1,4,3,1,
