"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJATAMBO (000)",8358,1981,994,160,5228
"Menos de 1 año (001)",132,58,13,2,59
"De 1 a 14 años (002)",2715,1438,273,21,985
"De 15 a 29 años (003)",1583,277,164,28,1115
"De 30 a 44 años (004)",1550,84,315,55,1097
"De 45 a 64 años (005)",1378,63,170,37,1109
"De 65 y mas años (006)",1000,61,59,17,863
"Hombres (008)",4288,1001,562,102,2627
"Menos de 1 año (009)",77,31,8,1,37
"De 1 a 14 años (010)",1366,744,142,10,471
"De 15 a 29 años (011)",844,142,88,18,597
"De 30 a 44 años (012)",798,29,173,35,562
"De 45 a 64 años (013)",718,24,113,25,557
"De 65 y mas años (014)",485,31,38,13,403
"Mujeres (016)",4070,980,432,58,2601
"Menos de 1 año (017)",55,27,5,1,22
"De 1 a 14 años (018)",1349,694,131,11,514
"De 15 a 29 años (019)",739,135,76,10,518
"De 30 a 44 años (020)",752,55,142,20,535
"De 45 a 64 años (021)",660,39,57,12,552
"De 65 y mas años (022)",515,30,21,4,460
,,,,,
"URBANA (024)",5049,1279,708,121,2945
"Menos de 1 año (025)",77,37,11,2,27
"De 1 a 14 años (026)",1626,869,225,16,518
"De 15 a 29 años (027)",939,209,100,20,611
"De 30 a 44 años (028)",938,66,210,46,617
"De 45 a 64 años (029)",835,52,117,26,640
"De 65 y mas años (030)",634,46,45,11,532
"Hombres (032)",2517,637,355,78,1450
"Menos de 1 año (033)",48,21,7,1,19
"De 1 a 14 años (034)",819,446,113,7,254
"De 15 a 29 años (035)",496,110,38,14,335
"De 30 a 44 años (036)",464,20,103,30,312
"De 45 a 64 años (037)",403,19,65,18,301
"De 65 y mas años (038)",287,21,29,8,229
"Mujeres (040)",2532,642,353,43,1495
"Menos de 1 año (041)",29,16,4,1,8
"De 1 a 14 años (042)",807,423,112,9,264
"De 15 a 29 años (043)",443,99,62,6,276
"De 30 a 44 años (044)",474,46,107,16,305
"De 45 a 64 años (045)",432,33,52,8,339
"De 65 y mas años (046)",347,25,16,3,303
,,,,,
"RURAL (048)",3309,702,286,39,2283
"Menos de 1 año (049)",55,21,2,,32
"De 1 a 14 años (050)",1089,569,48,5,467
"De 15 a 29 años (051)",644,68,64,8,504
"De 30 a 44 años (052)",612,18,105,9,480
"De 45 a 64 años (053)",543,11,53,11,469
"De 65 y mas años (054)",366,15,14,6,331
"Hombres (056)",1771,364,207,24,1177
"Menos de 1 año (057)",29,10,1,,18
"De 1 a 14 años (058)",547,298,29,3,217
"De 15 a 29 años (059)",348,32,50,4,262
"De 30 a 44 años (060)",334,9,70,5,250
"De 45 a 64 años (061)",315,5,48,7,256
"De 65 y mas años (062)",198,10,9,5,174
"Mujeres (064)",1538,338,79,15,1106
"Menos de 1 año (065)",26,11,1,,14
"De 1 a 14 años (066)",542,271,19,2,250
"De 15 a 29 años (067)",296,36,14,4,242
"De 30 a 44 años (068)",278,9,35,4,230
"De 45 a 64 años (069)",228,6,5,4,213
"De 65 y mas años (070)",168,5,5,1,157
