"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJABAMBA (000)",19058,18225,70,3416,3203,2785,4129,2790,1391,441,833,70832
"De 12 a 14 años (001)",30,9,2,5,2,,,,,,21,9
"De 15 a 19 años (002)",656,569,4,499,60,5,1,,,,87,638
"De 20 a 24 años (003)",2070,1826,6,1004,586,177,51,2,,,244,2933
"De 25 a 29 años (004)",2303,2128,5,658,737,458,252,18,,,175,4689
"De 30 a 34 años (005)",2146,2068,7,369,491,505,549,131,14,2,78,6240
"De 35 a 39 años (006)",2185,2128,3,201,394,471,674,294,84,7,57,8011
"De 40 a 44 años (007)",1889,1845,8,134,268,322,593,348,130,42,44,8043
"De 45 a 49 años (008)",1610,1586,9,124,168,221,432,374,199,59,24,7748
"De 50 y más años (009)",6169,6066,26,422,497,626,1577,1623,964,331,103,32521
"PEA (010)",3271,3021,20,743,713,518,551,311,117,48,250,9612
"De 12 a 14 años (011)",3,,,,,,,,,,3,
"De 15 a 19 años (012)",65,53,,47,6,,,,,,12,59
"De 20 a 24 años (013)",332,250,1,171,56,18,4,,,,82,354
"De 25 a 29 años (014)",410,348,2,150,121,47,25,3,,,62,658
"De 30 a 34 años (015)",442,407,3,125,126,81,58,12,1,1,35,964
"De 35 a 39 años (016)",487,465,2,83,134,113,92,32,8,1,22,1378
"De 40 a 44 años (017)",430,418,2,54,113,89,103,45,8,4,12,1384
"De 45 a 49 años (018)",359,350,3,46,68,72,86,50,20,5,9,1301
"De 50 y más años (019)",743,730,7,67,89,98,183,169,80,37,13,3514
"Ocupada (020)",3188,2967,18,722,703,513,541,309,115,46,221,9461
"De 12 a 14 años (021)",2,,,,,,,,,,2,
