"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PICOTA (000)",21858,20389,1469
"Hombres (001)",11783,11227,556
"Mujeres (002)",10075,9162,913
"De 18 a 29 años (003)",7249,6476,773
"Hombres (004)",3692,3359,333
"Mujeres (005)",3557,3117,440
"De 30 a 44 años (006)",7702,7462,240
"Hombres (007)",4222,4131,91
"Mujeres (008)",3480,3331,149
"De 45 a 64 años (009)",5063,4883,180
"Hombres (010)",2944,2880,64
"Mujeres (011)",2119,2003,116
"De 65 y más años (012)",1844,1568,276
"Hombres (013)",925,857,68
"Mujeres (014)",919,711,208
,,,
"URBANA (015)",14089,13362,727
"Hombres (016)",7392,7126,266
"Mujeres (017)",6697,6236,461
"De 18 a 29 años (018)",4275,3916,359
"Hombres (019)",2066,1918,148
"Mujeres (020)",2209,1998,211
"De 30 a 44 años (021)",5142,5031,111
"Hombres (022)",2742,2690,52
"Mujeres (023)",2400,2341,59
"De 45 a 64 años (024)",3393,3315,78
"Hombres (025)",1962,1932,30
"Mujeres (026)",1431,1383,48
"De 65 y más años (027)",1279,1100,179
"Hombres (028)",622,586,36
"Mujeres (029)",657,514,143
,,,
"RURAL (030)",7769,7027,742
"Hombres (031)",4391,4101,290
"Mujeres (032)",3378,2926,452
"De 18 a 29 años (033)",2974,2560,414
"Hombres (034)",1626,1441,185
"Mujeres (035)",1348,1119,229
"De 30 a 44 años (036)",2560,2431,129
"Hombres (037)",1480,1441,39
"Mujeres (038)",1080,990,90
"De 45 a 64 años (039)",1670,1568,102
"Hombres (040)",982,948,34
"Mujeres (041)",688,620,68
"De 65 y más años (042)",565,468,97
"Hombres (043)",303,271,32
"Mujeres (044)",262,197,65
