"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia VIRU",,,,,,,,
"Hogares (001)",18303,10840,10636,3206,352,2966,475,3455
"Ocupantes presentes (002)",75638,46682,47909,14862,1613,14442,2271,11448
"Casa independiente",,,,,,,,
"Hogares (004)",16846,10145,10018,3030,329,2887,446,2990
"Ocupantes presentes (005)",71134,44448,45810,14252,1538,14097,2180,10164
"Departamento en edificio",,,,,,,,
"Hogares (007)",90,50,63,26,11,24,14,8
"Ocupantes presentes (008)",271,146,209,90,37,103,43,24
"Vivienda en quinta",,,,,,,,
"Hogares (010)",441,204,230,70,7,31,5,143
"Ocupantes presentes (011)",1269,620,717,232,18,133,17,343
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",350,165,182,46,4,14,6,94
"Ocupantes presentes (014)",1085,549,635,158,17,56,19,249
"Choza o cabaña",,,,,,,,
"Hogares (016)",188,87,39,5,,2,,83
"Ocupantes presentes (017)",685,316,155,23,,14,,287
"Vivienda improvisada",,,,,,,,
"Hogares (019)",338,162,90,25,1,5,,125
"Ocupantes presentes (020)",1084,532,341,97,3,20,,364
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",24,11,7,2,,3,4,7
"Ocupantes presentes (023)",76,52,33,8,,19,12,8
"Otro tipo",,,,,,,,
"Hogares (025)",26,16,7,2,,,,5
"Ocupantes presentes (026)",34,19,9,2,,,,9
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",14013,7613,8945,2875,326,2649,455,2726
"Ocupantes presentes (029)",58044,33093,40303,13270,1484,12959,2171,8923
"Casa independiente",,,,,,,,
"Hogares (031)",12748,7008,8367,2704,303,2572,426,2344
"Ocupantes presentes (032)",54245,31191,38363,12683,1409,12628,2080,7926
"Departamento en edificio",,,,,,,,
"Hogares (034)",90,50,63,26,11,24,14,8
"Ocupantes presentes (035)",271,146,209,90,37,103,43,24
"Vivienda en quinta",,,,,,,,
"Hogares (037)",441,204,230,70,7,31,5,143
"Ocupantes presentes (038)",1269,620,717,232,18,133,17,343
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",350,165,182,46,4,14,6,94
"Ocupantes presentes (041)",1085,549,635,158,17,56,19,249
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",338,162,90,25,1,5,,125
"Ocupantes presentes (047)",1084,532,341,97,3,20,,364
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",20,8,6,2,,3,4,7
"Ocupantes presentes (050)",56,36,29,8,,19,12,8
"Otro tipo",,,,,,,,
"Hogares (052)",26,16,7,2,,,,5
"Ocupantes presentes (053)",34,19,9,2,,,,9
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4290,3227,1691,331,26,317,20,729
"Ocupantes presentes (056)",17594,13589,7606,1592,129,1483,100,2525
"Casa independiente",,,,,,,,
"Hogares (058)",4098,3137,1651,326,26,315,20,646
"Ocupantes presentes (059)",16889,13257,7447,1569,129,1469,100,2238
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",188,87,39,5,,2,,83
"Ocupantes presentes (071)",685,316,155,23,,14,,287
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,3,1,,,,,
"Ocupantes presentes (077)",20,16,4,,,,,
"Otro tipo",,,,,,,,
