"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUARAZ (000)",144814,2580,40960,39785,29174,21785,10530
"Jefe o Jefa (001)",37124,,68,5684,12682,12432,6258
"Esposa(o) / compañera(o) (002)",23181,,36,4768,9079,7052,2246
"Hijo(a) / hijastro(a) (003)",61023,1669,32234,21529,4810,769,12
"Yerno / nuera (004)",2332,,19,1377,803,129,4
"Nieto(a) (005)",8098,722,5987,1317,70,2,
"Padres / suegros (006)",1982,,,,32,464,1486
"Otro(a) pariente (007)",8460,166,2354,3670,1151,690,429
"Trabajador(a) del hogar (008)",319,,11,247,46,8,7
"Pensionistas (009)",166,,4,96,51,13,2
"Otro(a) no pariente (010)",2129,23,247,1097,450,226,86
"Hombres (011)",70406,1325,20843,19263,13873,10337,4765
"Jefe o Jefa (012)",26082,,32,3888,9344,8816,4002
"Esposa(o) / compañera(o) (013)",1826,,25,455,693,494,159
"Hijo(a) / hijastro(a) (014)",31142,861,16404,11160,2376,338,3
"Yerno / nuera (015)",1217,,7,590,515,102,3
"Nieto(a) (016)",4163,374,3060,693,36,,
"Padres / suegros (017)",542,,,,12,117,413
"Otro(a) pariente (018)",4261,80,1182,1885,629,342,143
"Trabajador(a) del hogar (019)",23,,3,14,3,,3
"Pensionistas (020)",95,,3,50,31,9,2
"Otro(a) no pariente (021)",1055,10,127,528,234,119,37
"Mujeres (022)",74408,1255,20117,20522,15301,11448,5765
"Jefe o Jefa (023)",11042,,36,1796,3338,3616,2256
"Esposa(o) / compañera(o) (024)",21355,,11,4313,8386,6558,2087
"Hijo(a) / hijastro(a) (025)",29881,808,15830,10369,2434,431,9
"Yerno / nuera (026)",1115,,12,787,288,27,1
"Nieto(a) (027)",3935,348,2927,624,34,2,
"Padres / suegros (028)",1440,,,,20,347,1073
"Otro(a) pariente (029)",4199,86,1172,1785,522,348,286
"Trabajador(a) del hogar (030)",296,,8,233,43,8,4
"Pensionistas (031)",71,,1,46,20,4,
"Otro(a) no pariente (032)",1074,13,120,569,216,107,49
,,,,,,,
"URBANA (033)",106888,1893,28556,30636,22764,16211,6828
"Jefe o Jefa (034)",27441,,58,4387,9753,9304,3939
"Esposa(o) / compañera(o) (035)",16443,,33,3401,6695,5000,1314
"Hijo(a) / hijastro(a) (036)",44150,1231,22127,16195,3989,600,8
"Yerno / nuera (037)",1787,,11,979,684,110,3
"Nieto(a) (038)",5869,522,4295,995,55,2,
"Padres / suegros (039)",1548,,,,20,377,1151
"Otro(a) pariente (040)",7164,119,1791,3291,1050,582,331
"Trabajador(a) del hogar (041)",309,,8,243,45,7,6
"Pensionistas (042)",155,,4,91,45,13,2
"Otro(a) no pariente (043)",2022,21,229,1054,428,216,74
"Hombres (044)",51728,966,14579,14646,10753,7696,3088
"Jefe o Jefa (045)",18792,,29,2841,6960,6455,2507
"Esposa(o) / compañera(o) (046)",1415,,22,370,539,375,109
"Hijo(a) / hijastro(a) (047)",22463,636,11313,8265,1974,272,3
"Yerno / nuera (048)",935,,4,413,429,87,2
"Nieto(a) (049)",2989,264,2188,511,26,,
"Padres / suegros (050)",428,,,,8,93,327
"Otro(a) pariente (051)",3606,58,905,1679,568,290,106
"Trabajador(a) del hogar (052)",20,,1,14,3,,2
"Pensionistas (053)",86,,3,46,26,9,2
"Otro(a) no pariente (054)",994,8,114,507,220,115,30
"Mujeres (055)",55160,927,13977,15990,12011,8515,3740
"Jefe o Jefa (056)",8649,,29,1546,2793,2849,1432
"Esposa(o) / compañera(o) (057)",15028,,11,3031,6156,4625,1205
"Hijo(a) / hijastro(a) (058)",21687,595,10814,7930,2015,328,5
"Yerno / nuera (059)",852,,7,566,255,23,1
"Nieto(a) (060)",2880,258,2107,484,29,2,
"Padres / suegros (061)",1120,,,,12,284,824
"Otro(a) pariente (062)",3558,61,886,1612,482,292,225
"Trabajador(a) del hogar (063)",289,,7,229,42,7,4
"Pensionistas (064)",69,,1,45,19,4,
"Otro(a) no pariente (065)",1028,13,115,547,208,101,44
,,,,,,,
"RURAL (066)",37926,687,12404,9149,6410,5574,3702
"Jefe o Jefa (067)",9683,,10,1297,2929,3128,2319
"Esposa(o) / compañera(o) (068)",6738,,3,1367,2384,2052,932
"Hijo(a) / hijastro(a) (069)",16873,438,10107,5334,821,169,4
"Yerno / nuera (070)",545,,8,398,119,19,1
"Nieto(a) (071)",2229,200,1692,322,15,,
"Padres / suegros (072)",434,,,,12,87,335
"Otro(a) pariente (073)",1296,47,563,379,101,108,98
"Trabajador(a) del hogar (074)",10,,3,4,1,1,1
"Pensionistas (075)",11,,,5,6,,
"Otro(a) no pariente (076)",107,2,18,43,22,10,12
"Hombres (077)",18678,359,6264,4617,3120,2641,1677
"Jefe o Jefa (078)",7290,,3,1047,2384,2361,1495
"Esposa(o) / compañera(o) (079)",411,,3,85,154,119,50
"Hijo(a) / hijastro(a) (080)",8679,225,5091,2895,402,66,
"Yerno / nuera (081)",282,,3,177,86,15,1
"Nieto(a) (082)",1174,110,872,182,10,,
"Padres / suegros (083)",114,,,,4,24,86
"Otro(a) pariente (084)",655,22,277,206,61,52,37
"Trabajador(a) del hogar (085)",3,,2,,,,1
"Pensionistas (086)",9,,,4,5,,
"Otro(a) no pariente (087)",61,2,13,21,14,4,7
"Mujeres (088)",19248,328,6140,4532,3290,2933,2025
"Jefe o Jefa (089)",2393,,7,250,545,767,824
"Esposa(o) / compañera(o) (090)",6327,,,1282,2230,1933,882
"Hijo(a) / hijastro(a) (091)",8194,213,5016,2439,419,103,4
"Yerno / nuera (092)",263,,5,221,33,4,
"Nieto(a) (093)",1055,90,820,140,5,,
"Padres / suegros (094)",320,,,,8,63,249
