"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia FERREÑAFE",,,,,,,,,
"Hogares (001)",22271,626,256,137,96,47,47,46,21016
"Ocupantes presentes (002)",95816,2399,988,464,368,204,234,269,90890
"Casa independiente",,,,,,,,,
"Hogares (004)",21705,617,245,135,95,44,47,45,20477
"Ocupantes presentes (005)",93879,2369,959,460,364,192,234,261,89040
"Departamento en edificio",,,,,,,,,
"Hogares (007)",59,4,5,1,1,1,,,47
"Ocupantes presentes (008)",190,12,13,2,4,2,,,157
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",45,1,1,,,,,,43
"Ocupantes presentes (011)",152,3,3,,,,,,146
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",73,2,4,1,,,,,66
"Ocupantes presentes (014)",241,9,12,2,,,,,218
"Choza o cabaña",,,,,,,,,
"Hogares (016)",127,1,,,,,,1,125
"Ocupantes presentes (017)",572,3,,,,,,8,561
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",253,1,1,,,2,,,249
"Ocupantes presentes (020)",770,3,1,,,10,,,756
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",9,,,,,,,,9
"Ocupantes presentes (023)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",12485,506,218,120,82,34,33,29,11463
"Ocupantes presentes (029)",51338,1931,848,411,311,144,162,137,47394
"Casa independiente",,,,,,,,,
"Hogares (031)",12049,498,207,118,81,31,33,29,11052
"Ocupantes presentes (032)",49979,1904,819,407,307,132,162,137,46111
"Departamento en edificio",,,,,,,,,
"Hogares (034)",59,4,5,1,1,1,,,47
"Ocupantes presentes (035)",190,12,13,2,4,2,,,157
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",45,1,1,,,,,,43
"Ocupantes presentes (038)",152,3,3,,,,,,146
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",73,2,4,1,,,,,66
"Ocupantes presentes (041)",241,9,12,2,,,,,218
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",253,1,1,,,2,,,249
"Ocupantes presentes (047)",770,3,1,,,10,,,756
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,,,,,,,6
"Ocupantes presentes (050)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9786,120,38,17,14,13,14,17,9553
"Ocupantes presentes (056)",44478,468,140,53,57,60,72,132,43496
"Casa independiente",,,,,,,,,
"Hogares (058)",9656,119,38,17,14,13,14,16,9425
"Ocupantes presentes (059)",43900,465,140,53,57,60,72,124,42929
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",127,1,,,,,,1,125
"Ocupantes presentes (071)",572,3,,,,,,8,561
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
