"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia TARMA",,,,,,,
"Viviendas particulares (001)",26987,9931,2528,898,3856,1019,8755
"Ocupantes presentes (002)",111056,43775,10767,3671,15507,4213,33123
"Casa independiente",,,,,,,
"Viviendas particulares (004)",25655,9155,2253,887,3852,1015,8493
"Ocupantes presentes (005)",105200,40328,9365,3633,15487,4194,32193
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",236,208,28,,,,
"Ocupantes presentes (008)",1056,903,153,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",512,336,160,,,,16
"Ocupantes presentes (011)",2355,1476,821,,,,58
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",319,206,86,,,,27
"Ocupantes presentes (014)",1539,967,427,,,,145
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",219,1,,9,4,4,201
"Ocupantes presentes (017)",757,3,,33,20,19,682
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,1,,1,,,4
"Ocupantes presentes (020)",11,2,,1,,,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",35,24,1,1,,,9
"Ocupantes presentes (023)",126,96,1,4,,,25
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,,,,,,5
"Ocupantes presentes (026)",12,,,,,,12
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",16928,9070,2375,470,1324,543,3146
"Ocupantes presentes (029)",71545,40316,10181,1849,5260,2231,11708
"Casa independiente",,,,,,,
"Viviendas particulares (031)",15818,8295,2100,468,1324,543,3088
"Ocupantes presentes (032)",66462,36872,8779,1844,5260,2231,11476
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",236,208,28,,,,
"Ocupantes presentes (035)",1056,903,153,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",512,336,160,,,,16
"Ocupantes presentes (038)",2355,1476,821,,,,58
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",319,206,86,,,,27
"Ocupantes presentes (041)",1539,967,427,,,,145
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,1,,1,,,4
"Ocupantes presentes (047)",11,2,,1,,,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",33,24,1,1,,,7
"Ocupantes presentes (050)",117,96,1,4,,,16
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,,,4
"Ocupantes presentes (053)",5,,,,,,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10059,861,153,428,2532,476,5609
"Ocupantes presentes (056)",39511,3459,586,1822,10247,1982,21415
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9837,860,153,419,2528,472,5405
"Ocupantes presentes (059)",38738,3456,586,1789,10227,1963,20717
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",219,1,,9,4,4,201
"Ocupantes presentes (071)",757,3,,33,20,19,682
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,,,2
"Ocupantes presentes (077)",9,,,,,,9
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",7,,,,,,7
