"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJATAMBO (000)",7309,1437,894,154,4829
"Hombres (001)",3745,716,507,100,2426
"Mujeres (002)",3564,721,387,54,2403
"PEA (003)",2956,218,541,98,2102
"Hombres (004)",2167,138,358,73,1601
"Mujeres (005)",789,80,183,25,501
"Ocupada (006)",2864,209,539,97,2022
"Hombres (007)",2085,130,357,73,1528
"Mujeres (008)",779,79,182,24,494
"Desocupada (009)",92,9,2,1,80
"Hombres (010)",82,8,1,,73
"Mujeres (011)",10,1,1,1,7
"No PEA (012)",4353,1219,353,56,2727
"Hombres (013)",1578,578,149,27,825
"Mujeres (014)",2775,641,204,29,1902
,,,,,
"URBANA (018)",4456,970,625,117,2748
"Hombres (019)",2214,480,310,77,1350
"Mujeres (020)",2242,490,315,40,1398
"PEA (021)",1789,162,335,80,1214
"Hombres (022)",1190,97,191,58,846
"Mujeres (023)",599,65,144,22,368
"Ocupada (024)",1734,155,334,79,1168
"Hombres (025)",1142,91,191,58,804
"Mujeres (026)",592,64,143,21,364
"Desocupada (027)",55,7,1,1,46
"Hombres (028)",48,6,,,42
"Mujeres (029)",7,1,1,1,4
"No PEA (030)",2667,808,290,37,1534
"Hombres (031)",1024,383,119,19,504
"Mujeres (032)",1643,425,171,18,1030
,,,,,
"RURAL (036)",2853,467,269,37,2081
"Hombres (037)",1531,236,197,23,1076
"Mujeres (038)",1322,231,72,14,1005
"PEA (039)",1167,56,206,18,888
"Hombres (040)",977,41,167,15,755
"Mujeres (041)",190,15,39,3,133
"Ocupada (042)",1130,54,205,18,854
"Hombres (043)",943,39,166,15,724
"Mujeres (044)",187,15,39,3,130
"Desocupada (045)",37,2,1,,34
"Hombres (046)",34,2,1,,31
"Mujeres (047)",3,,,,3
"No PEA (048)",1686,411,63,19,1193
"Hombres (049)",554,195,30,8,321
"Mujeres (050)",1132,216,33,11,872
