"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12144,57,170,608,1218,2294,3780,4017
"De 12 a 14 años (001)",26,,,,,,,26
"De 15 a 19 años (002)",233,,,,,,119,114
"De 20 a 24 años (003)",1299,,,,,4,594,701
"De 25 a 29 años (004)",1587,,,,,48,856,683
"De 30 a 34 años (005)",1397,,,,,174,784,439
"De 35 a 39 años (006)",1466,,,,8,377,716,365
"De 40 a 44 años (007)",1163,,,,42,449,414,258
"De 45 a 49 años (008)",1096,,,1,122,504,229,240
"De 50 y más años (009)",3877,57,170,607,1046,738,68,1191
"PEA (010)",2700,2,18,86,265,553,784,992
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",36,,,,,,14,22
"De 20 a 24 años (013)",294,,,,,2,109,183
"De 25 a 29 años (014)",396,,,,,12,166,218
"De 30 a 34 años (015)",349,,,,,47,172,130
"De 35 a 39 años (016)",369,,,,4,95,152,118
"De 40 a 44 años (017)",323,,,,14,119,112,78
"De 45 a 49 años (018)",254,,,1,29,119,48,57
"De 50 y más años (019)",676,2,18,85,218,159,11,183
"Ocupada (020)",2532,2,18,83,262,535,742,890
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",33,,,,,,13,20
"De 20 a 24 años (023)",250,,,,,1,95,154
"De 25 a 29 años (024)",353,,,,,10,154,189
"De 30 a 34 años (025)",330,,,,,45,168,117
"De 35 a 39 años (026)",342,,,,4,88,146,104
"De 40 a 44 años (027)",312,,,,13,119,109,71
"De 45 a 49 años (028)",248,,,1,29,117,46,55
"De 50 y más años (029)",661,2,18,82,216,155,11,177
"Desocupada (030)",168,,,3,3,18,42,102
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",44,,,,,1,14,29
"De 25 a 29 años (034)",43,,,,,2,12,29
"De 30 a 34 años (035)",19,,,,,2,4,13
"De 35 a 39 años (036)",27,,,,,7,6,14
"De 40 a 44 años (037)",11,,,,1,,3,7
"De 45 a 49 años (038)",6,,,,,2,2,2
"De 50 y más años (039)",15,,,3,2,4,,6
"No PEA (040)",9444,55,152,522,953,1741,2996,3025
"De 12 a 14 años (041)",23,,,,,,,23
"De 15 a 19 años (042)",197,,,,,,105,92
"De 20 a 24 años (043)",1005,,,,,2,485,518
"De 25 a 29 años (044)",1191,,,,,36,690,465
"De 30 a 34 años (045)",1048,,,,,127,612,309
"De 35 a 39 años (046)",1097,,,,4,282,564,247
"De 40 a 44 años (047)",840,,,,28,330,302,180
"De 45 a 49 años (048)",842,,,,93,385,181,183
