"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CORONEL PORTILLO (000)",285990,68947,95605,64032,43906,13500
"Sin nivel (001)",6446,1213,896,979,1649,1709
"Educación inicial (002)",2969,2718,169,82,,
"Primaria (003)",104493,50031,12387,15153,18009,8913
"Secundaria (004)",120701,14985,59410,29107,15224,1975
"Superior no univ. incompleta (005)",14550,,8902,3947,1524,177
"Superior no univ. completa (006)",14554,,4905,6410,2932,307
"Superior univ. incompleta (007)",9920,,6044,2525,1275,76
"Superior univ. completa (008)",12357,,2892,5829,3293,343
"PEA (010)",125844,3040,45067,43901,28930,4906
"Sin nivel (011)",1966,44,288,456,736,442
"Educación inicial (012)",120,30,51,39,,
"Primaria (013)",30366,1790,5774,8890,10634,3278
"Secundaria (014)",58240,1176,26298,19435,10515,816
"Superior no univ. incompleta (015)",8741,,4540,2955,1159,87
"Superior no univ. completa (016)",10791,,3417,5087,2187,100
"Superior univ. incompleta (017)",5680,,2558,2048,1035,39
"Superior univ. completa (018)",9940,,2141,4991,2664,144
"Ocupada (020)",121102,2884,42548,42638,28282,4750
"Sin nivel (021)",1887,38,271,436,715,427
"Educación inicial (022)",110,29,45,36,,
"Primaria (023)",29339,1704,5472,8614,10376,3173
"Secundaria (024)",55761,1113,24791,18826,10242,789
"Superior no univ. incompleta (025)",8398,,4316,2865,1133,84
"Superior no univ. completa (026)",10405,,3201,4946,2162,96
"Superior univ. incompleta (027)",5495,,2427,2009,1021,38
