"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia VILCAS HUAMAN (000)",13884,13513,371
"Hombres (001)",6571,6430,141
"Mujeres (002)",7313,7083,230
"De 18 a 29 años (003)",3570,3469,101
"Hombres (004)",1786,1729,57
"Mujeres (005)",1784,1740,44
"De 30 a 44 años (006)",4021,3993,28
"Hombres (007)",2006,1991,15
"Mujeres (008)",2015,2002,13
"De 45 a 64 años (009)",3504,3457,47
"Hombres (010)",1572,1552,20
"Mujeres (011)",1932,1905,27
"De 65 y más años (012)",2789,2594,195
"Hombres (013)",1207,1158,49
"Mujeres (014)",1582,1436,146
,,,
"URBANA (015)",4622,4508,114
"Hombres (016)",2246,2205,41
"Mujeres (017)",2376,2303,73
"De 18 a 29 años (018)",1189,1156,33
"Hombres (019)",588,573,15
"Mujeres (020)",601,583,18
"De 30 a 44 años (021)",1459,1447,12
"Hombres (022)",738,730,8
"Mujeres (023)",721,717,4
"De 45 a 64 años (024)",1110,1098,12
"Hombres (025)",544,540,4
"Mujeres (026)",566,558,8
"De 65 y más años (027)",864,807,57
"Hombres (028)",376,362,14
"Mujeres (029)",488,445,43
,,,
"RURAL (030)",9262,9005,257
"Hombres (031)",4325,4225,100
"Mujeres (032)",4937,4780,157
"De 18 a 29 años (033)",2381,2313,68
"Hombres (034)",1198,1156,42
"Mujeres (035)",1183,1157,26
"De 30 a 44 años (036)",2562,2546,16
"Hombres (037)",1268,1261,7
"Mujeres (038)",1294,1285,9
"De 45 a 64 años (039)",2394,2359,35
"Hombres (040)",1028,1012,16
"Mujeres (041)",1366,1347,19
"De 65 y más años (042)",1925,1787,138
"Hombres (043)",831,796,35
"Mujeres (044)",1094,991,103
