"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia BELLAVISTA (000)",12039,428,6413,2944,724,267,124,43,4,,1092
"Conviviente (001)",6020,258,3353,1340,319,128,39,13,2,,568
"Separado(a) (002)",395,13,193,114,33,6,5,5,,,26
"Casado(a) (003)",4360,112,2310,1171,297,103,67,15,2,,283
"Viudo(a) (004)",588,23,285,163,29,13,8,8,,,59
"Divorciado(a) (005)",23,,9,4,4,,1,,,,5
"Soltero(a) (006)",653,22,263,152,42,17,4,2,,,151
,,,,,,,,,,,
"URBANA (008)",6996,215,3543,1841,473,191,95,33,3,,602
"Conviviente (009)",3324,122,1770,813,203,87,29,9,2,,289
"Separado(a) (010)",288,10,142,80,22,4,4,5,,,21
"Casado(a) (011)",2496,53,1242,717,195,78,52,11,1,,147
"Viudo(a) (012)",379,16,178,110,18,8,5,7,,,37
"Divorciado(a) (013)",13,,4,2,2,,1,,,,4
"Soltero(a) (014)",496,14,207,119,33,14,4,1,,,104
,,,,,,,,,,,
"RURAL (016)",5043,213,2870,1103,251,76,29,10,1,,490
"Conviviente (017)",2696,136,1583,527,116,41,10,4,,,279
"Separado(a) (018)",107,3,51,34,11,2,1,,,,5
"Casado(a) (019)",1864,59,1068,454,102,25,15,4,1,,136
"Viudo(a) (020)",209,7,107,53,11,5,3,1,,,22
"Divorciado(a) (021)",10,,5,2,2,,,,,,1
"Soltero(a) (022)",157,8,56,33,9,3,,1,,,47
