"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia OTUZCO (000)",28553,26447,956,622,528
"Hombres (001)",22763,21239,733,451,340
"Mujeres (002)",5790,5208,223,171,188
"De 06 a 14 años (003)",1038,1012,20,5,1
"Hombres (004)",703,686,12,4,1
"Mujeres (005)",335,326,8,1,
"De 15 a 29 años (006)",9824,9085,391,188,160
"Hombres (007)",7810,7237,320,158,95
"Mujeres (008)",2014,1848,71,30,65
"De 30 a 44 años (009)",8819,7910,367,299,243
"Hombres (010)",6990,6398,253,194,145
"Mujeres (011)",1829,1512,114,105,98
"De 45 a 64 años (012)",6415,6030,151,122,112
"Hombres (013)",5185,4886,125,87,87
"Mujeres (014)",1230,1144,26,35,25
"De 65 y más años (015)",2457,2410,27,8,12
"Hombres (016)",2075,2032,23,8,12
"Mujeres (017)",382,378,4,,
,,,,,
"URBANA (018)",7419,6003,515,466,435
"Hombres (019)",4900,3959,345,312,284
"Mujeres (020)",2519,2044,170,154,151
"De 06 a 14 años (021)",176,171,1,4,
"Hombres (022)",97,93,1,3,
"Mujeres (023)",79,78,,1,
"De 15 a 29 años (024)",2058,1648,186,106,118
"Hombres (025)",1364,1074,134,82,74
"Mujeres (026)",694,574,52,24,44
"De 30 a 44 años (027)",2652,1954,240,252,206
"Hombres (028)",1675,1257,143,154,121
"Mujeres (029)",977,697,97,98,85
"De 45 a 64 años (030)",1924,1648,78,98,100
"Hombres (031)",1316,1111,60,67,78
"Mujeres (032)",608,537,18,31,22
"De 65 y más años (033)",609,582,10,6,11
"Hombres (034)",448,424,7,6,11
"Mujeres (035)",161,158,3,,
,,,,,
"RURAL (036)",21134,20444,441,156,93
"Hombres (037)",17863,17280,388,139,56
"Mujeres (038)",3271,3164,53,17,37
"De 06 a 14 años (039)",862,841,19,1,1
"Hombres (040)",606,593,11,1,1
"Mujeres (041)",256,248,8,,
"De 15 a 29 años (042)",7766,7437,205,82,42
"Hombres (043)",6446,6163,186,76,21
"Mujeres (044)",1320,1274,19,6,21
"De 30 a 44 años (045)",6167,5956,127,47,37
"Hombres (046)",5315,5141,110,40,24
"Mujeres (047)",852,815,17,7,13
"De 45 a 64 años (048)",4491,4382,73,24,12
"Hombres (049)",3869,3775,65,20,9
"Mujeres (050)",622,607,8,4,3
"De 65 y más años (051)",1848,1828,17,2,1
"Hombres (052)",1627,1608,16,2,1
"Mujeres (053)",221,220,1,,
