"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MANU",,,,,,,
"Viviendas particulares (001)",4749,965,85,95,2549,363,692
"Ocupantes presentes (002)",18562,3076,345,344,10215,1465,3117
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4022,842,67,89,2342,279,403
"Ocupantes presentes (005)",15495,2691,271,318,9378,1129,1708
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",40,29,,1,9,1,
"Ocupantes presentes (011)",144,90,,1,44,9,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",59,37,,,20,,2
"Ocupantes presentes (014)",199,116,,,79,,4
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",514,21,17,4,142,65,265
"Ocupantes presentes (017)",2388,88,73,24,590,266,1347
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",56,26,1,1,17,6,5
"Ocupantes presentes (020)",148,68,1,1,40,30,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,8,,,9,3,2
"Ocupantes presentes (023)",61,21,,,28,10,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",36,2,,,10,9,15
"Ocupantes presentes (026)",127,2,,,56,21,48
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1843,550,49,32,1102,59,51
"Ocupantes presentes (029)",7013,1788,185,104,4580,185,171
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1670,452,48,30,1048,49,43
"Ocupantes presentes (032)",6478,1499,184,102,4395,140,158
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",40,29,,1,9,1,
"Ocupantes presentes (038)",144,90,,1,44,9,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",59,37,,,20,,2
"Ocupantes presentes (041)",199,116,,,79,,4
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",56,26,1,1,17,6,5
"Ocupantes presentes (047)",148,68,1,1,40,30,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",15,5,,,8,1,1
"Ocupantes presentes (050)",39,14,,,22,2,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,1,,,,2,
"Ocupantes presentes (053)",5,1,,,,4,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2906,415,36,63,1447,304,641
"Ocupantes presentes (056)",11549,1288,160,240,5635,1280,2946
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2352,390,19,59,1294,230,360
"Ocupantes presentes (059)",9017,1192,87,216,4983,989,1550
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",514,21,17,4,142,65,265
"Ocupantes presentes (071)",2388,88,73,24,590,266,1347
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",7,3,,,1,2,1
"Ocupantes presentes (077)",22,7,,,6,8,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",33,1,,,10,7,15
"Ocupantes presentes (080)",122,1,,,56,17,48
