"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CASTILLA (000)",10175,175,3877,3478,1133,376,178,38,19,,901
"Sin Nivel (001)",2253,64,1028,682,180,63,39,15,5,,177
"Educación Inicial (002)",16,1,7,5,1,,,,,,2
"Primaria (003)",2827,65,1337,880,226,77,40,8,6,,188
"Secundaria (004)",2920,33,1106,1135,291,74,34,2,5,,240
"Sup. no Univ. Incompleta (005)",508,2,124,215,77,18,11,1,,,60
"Sup. no Univ. Completa (006)",870,5,166,324,174,50,24,3,1,,123
"Sup. Univ. Incompleta (007)",190,3,30,72,37,21,5,2,1,,19
"Sup. Univ. Completa (008)",591,2,79,165,147,73,25,7,1,,92
,,,,,,,,,,,
"URBANA (010)",5865,92,2077,2016,715,231,120,25,12,,577
"Sin Nivel (011)",975,27,419,280,85,30,23,9,2,,100
"Educación Inicial (012)",12,1,4,4,1,,,,,,2
"Primaria (013)",1478,38,673,468,128,45,20,4,3,,99
"Secundaria (014)",1814,17,705,687,175,46,23,2,4,,155
"Sup. no Univ. Incompleta (015)",358,1,86,155,50,12,8,1,,,45
"Sup. no Univ. Completa (016)",630,4,108,231,135,36,21,2,1,,92
"Sup. Univ. Incompleta (017)",147,3,21,59,30,11,5,2,1,,15
"Sup. Univ. Completa (018)",451,1,61,132,111,51,20,5,1,,69
,,,,,,,,,,,
"RURAL (020)",4310,83,1800,1462,418,145,58,13,7,,324
"Sin Nivel (021)",1278,37,609,402,95,33,16,6,3,,77
"Educación Inicial (022)",4,,3,1,,,,,,,
"Primaria (023)",1349,27,664,412,98,32,20,4,3,,89
"Secundaria (024)",1106,16,401,448,116,28,11,,1,,85
"Sup. no Univ. Incompleta (025)",150,1,38,60,27,6,3,,,,15
"Sup. no Univ. Completa (026)",240,1,58,93,39,14,3,1,,,31
"Sup. Univ. Incompleta (027)",43,,9,13,7,10,,,,,4
"Sup. Univ. Completa (028)",140,1,18,33,36,22,5,2,,,23
