"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAROWILCA (000)",32380,20509,1067,259,10563
"Menos de 1 año (001)",596,507,11,2,76
"De 1 a 14 años (002)",13347,11571,328,93,1360
"De 15 a 29 años (003)",7064,3714,178,59,3115
"De 30 a 44 años (004)",4949,2388,283,52,2232
"De 45 a 64 años (005)",4384,1773,220,34,2361
"De 65 y mas años (006)",2040,556,47,19,1419
"Hombres (008)",15658,9504,550,154,5460
"Menos de 1 año (009)",303,263,6,2,32
"De 1 a 14 años (010)",6745,5848,154,50,694
"De 15 a 29 años (011)",3362,1511,73,39,1741
"De 30 a 44 años (012)",2267,879,153,34,1204
"De 45 a 64 años (013)",1999,733,130,18,1121
"De 65 y mas años (014)",982,270,34,11,668
"Mujeres (016)",16722,11005,517,105,5103
"Menos de 1 año (017)",293,244,5,,44
"De 1 a 14 años (018)",6602,5723,174,43,666
"De 15 a 29 años (019)",3702,2203,105,20,1374
"De 30 a 44 años (020)",2682,1509,130,18,1028
"De 45 a 64 años (021)",2385,1040,90,16,1240
"De 65 y mas años (022)",1058,286,13,8,751
,,,,,
"URBANA (024)",7924,4313,675,125,2817
"Menos de 1 año (025)",133,107,3,,23
"De 1 a 14 años (026)",3053,2364,213,29,449
"De 15 a 29 años (027)",1923,832,117,40,934
"De 30 a 44 años (028)",1377,549,180,29,619
"De 45 a 64 años (029)",1017,356,139,17,509
"De 65 y mas años (030)",421,105,23,10,283
"Hombres (032)",3911,2054,333,79,1449
"Menos de 1 año (033)",69,57,3,,9
"De 1 a 14 años (034)",1556,1229,91,16,221
"De 15 a 29 años (035)",941,350,44,25,522
"De 30 a 44 años (036)",655,212,97,23,323
"De 45 a 64 años (037)",486,155,80,10,244
"De 65 y mas años (038)",204,51,18,5,130
"Mujeres (040)",4013,2259,342,46,1368
"Menos de 1 año (041)",64,50,,,14
"De 1 a 14 años (042)",1497,1135,122,13,228
"De 15 a 29 años (043)",982,482,73,15,412
"De 30 a 44 años (044)",722,337,83,6,296
"De 45 a 64 años (045)",531,201,59,7,265
"De 65 y mas años (046)",217,54,5,5,153
,,,,,
"RURAL (048)",24456,16196,392,134,7746
"Menos de 1 año (049)",463,400,8,2,53
"De 1 a 14 años (050)",10294,9207,115,64,911
"De 15 a 29 años (051)",5141,2882,61,19,2181
"De 30 a 44 años (052)",3572,1839,103,23,1613
"De 45 a 64 años (053)",3367,1417,81,17,1852
"De 65 y mas años (054)",1619,451,24,9,1136
"Hombres (056)",11747,7450,217,75,4011
"Menos de 1 año (057)",234,206,3,2,23
"De 1 a 14 años (058)",5189,4619,63,34,473
"De 15 a 29 años (059)",2421,1161,29,14,1219
"De 30 a 44 años (060)",1612,667,56,11,881
"De 45 a 64 años (061)",1513,578,50,8,877
"De 65 y mas años (062)",778,219,16,6,538
"Mujeres (064)",12709,8746,175,59,3735
"Menos de 1 año (065)",229,194,5,,30
"De 1 a 14 años (066)",5105,4588,52,30,438
"De 15 a 29 años (067)",2720,1721,32,5,962
"De 30 a 44 años (068)",1960,1172,47,12,732
"De 45 a 64 años (069)",1854,839,31,9,975
"De 65 y mas años (070)",841,232,8,3,598
