"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,,,
"Viviendas particulares (001)",22953,13370,2705,2242,269,207,3282,595,283
"Ocupantes presentes (002)",71151,44852,8508,6104,555,516,8667,1391,558
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",20022,12880,2473,1338,117,118,2441,498,157
"Ocupantes presentes (005)",63701,43399,7855,3781,264,303,6598,1186,315
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",219,202,17,,,,,,
"Ocupantes presentes (008)",684,633,51,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",63,43,15,,,,,5,
"Ocupantes presentes (011)",219,152,49,,,,,18,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",66,29,14,6,,,17,,
"Ocupantes presentes (014)",207,85,48,27,,,47,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",932,,,15,72,84,725,8,28
"Ocupantes presentes (017)",2311,,,36,153,206,1859,12,45
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1609,198,185,880,80,5,86,81,94
"Ocupantes presentes (020)",3951,545,504,2255,138,7,146,172,184
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",26,18,1,3,,,,,4
"Ocupantes presentes (023)",58,38,1,5,,,,,14
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",16,,,,,,13,3,
"Ocupantes presentes (026)",20,,,,,,17,3,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",19547,12854,2521,2066,117,36,1186,535,232
"Ocupantes presentes (029)",61771,43285,7917,5571,207,80,3010,1250,451
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",17559,12364,2289,1177,37,31,1081,446,134
"Ocupantes presentes (032)",56647,41832,7264,3284,69,73,2815,1057,253
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",219,202,17,,,,,,
"Ocupantes presentes (035)",684,633,51,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",63,43,15,,,,,5,
"Ocupantes presentes (038)",219,152,49,,,,,18,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",66,29,14,6,,,17,,
"Ocupantes presentes (041)",207,85,48,27,,,47,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1609,198,185,880,80,5,86,81,94
"Ocupantes presentes (047)",3951,545,504,2255,138,7,146,172,184
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",26,18,1,3,,,,,4
"Ocupantes presentes (050)",58,38,1,5,,,,,14
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,,,,2,3,
"Ocupantes presentes (053)",5,,,,,,2,3,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3406,516,184,176,152,171,2096,60,51
"Ocupantes presentes (056)",9380,1567,591,533,348,436,5657,141,107
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2463,516,184,161,80,87,1360,52,23
"Ocupantes presentes (059)",7054,1567,591,497,195,230,3783,129,62
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",932,,,15,72,84,725,8,28
"Ocupantes presentes (071)",2311,,,36,153,206,1859,12,45
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",11,,,,,,11,,
"Ocupantes presentes (080)",15,,,,,,15,,
