"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PARURO",,,,,,,,
"Hogares (001)",8397,6822,1337,470,16,127,51,1441
"Ocupantes presentes (002)",30753,26714,5489,1969,57,511,172,3524
"Casa independiente",,,,,,,,
"Hogares (004)",7504,6053,1319,436,15,125,50,1321
"Ocupantes presentes (005)",27092,23356,5405,1807,49,500,165,3238
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",22,13,4,2,,1,1,9
"Ocupantes presentes (014)",68,53,18,10,,7,7,15
"Choza o cabaña",,,,,,,,
"Hogares (016)",862,750,13,32,1,1,,109
"Ocupantes presentes (017)",3572,3293,62,152,8,4,,266
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,4,1,,,,,2
"Ocupantes presentes (023)",18,9,4,,,,,5
"Otro tipo",,,,,,,,
"Hogares (025)",2,2,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3057,2437,927,329,15,120,39,541
"Ocupantes presentes (029)",10445,9008,3653,1341,49,492,141,1144
"Casa independiente",,,,,,,,
"Hogares (031)",3029,2421,922,327,15,119,38,530
"Ocupantes presentes (032)",10362,8949,3631,1331,49,485,134,1124
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",22,13,4,2,,1,1,9
"Ocupantes presentes (041)",68,53,18,10,,7,7,15
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",5,2,1,,,,,2
"Ocupantes presentes (050)",14,5,4,,,,,5
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5340,4385,410,141,1,7,12,900
"Ocupantes presentes (056)",20308,17706,1836,628,8,19,31,2380
"Casa independiente",,,,,,,,
"Hogares (058)",4475,3632,397,109,,6,12,791
"Ocupantes presentes (059)",16730,14407,1774,476,,15,31,2114
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",862,750,13,32,1,1,,109
"Ocupantes presentes (071)",3572,3293,62,152,8,4,,266
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,
