"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAROCHIRI (000)",32612,809,23,7906,14544,2402,2442,1488,2998
"Empleado (001)",5476,36,2,284,1560,565,811,506,1712
"Obrero (002)",8912,151,6,1545,5036,773,706,346,349
"Trabajador independiente (003)",13680,433,4,4397,5964,838,761,511,772
"Empleador o patrono (004)",451,6,,118,188,31,32,25,51
"Trabajador familiar no remunerado (005)",3281,145,10,1342,1406,132,92,72,82
"Trabajador del hogar (006)",812,38,1,220,390,63,40,28,32
"Hombres (008)",22181,309,11,4828,10854,1702,1596,1034,1847
"Empleado (009)",3111,9,,157,978,336,410,293,928
"Obrero (010)",7948,92,5,1228,4627,700,649,326,321
"Trabajador independiente (011)",9416,166,1,2931,4375,574,466,364,539
"Empleador o patrono (012)",315,1,,82,138,25,21,18,30
"Trabajador familiar no remunerado (013)",1359,40,5,419,724,66,47,31,27
"Trabajador del hogar (014)",32,1,,11,12,1,3,2,2
"Mujeres (016)",10431,500,12,3078,3690,700,846,454,1151
"Empleado (017)",2365,27,2,127,582,229,401,213,784
"Obrero (018)",964,59,1,317,409,73,57,20,28
"Trabajador independiente (019)",4264,267,3,1466,1589,264,295,147,233
"Empleador o patrono (020)",136,5,,36,50,6,11,7,21
"Trabajador familiar no remunerado (021)",1922,105,5,923,682,66,45,41,55
"Trabajador del hogar (022)",780,37,1,209,378,62,37,26,30
,,,,,,,,,
"URBANA (024)",21279,457,18,4289,9299,1718,1889,1154,2455
"Empleado (025)",4451,25,2,220,1212,458,665,422,1447
"Obrero (026)",5145,79,6,804,2852,484,467,224,229
"Trabajador independiente (027)",8942,251,3,2397,3989,609,630,414,649
"Empleador o patrono (028)",291,5,,50,126,24,27,19,40
"Trabajador familiar no remunerado (029)",1871,69,6,686,845,88,67,48,62
"Trabajador del hogar (030)",579,28,1,132,275,55,33,27,28
"Hombres (032)",13689,147,8,2381,6619,1161,1154,776,1443
"Empleado (033)",2429,4,,117,738,266,316,234,754
"Obrero (034)",4510,54,5,617,2562,437,416,212,207
"Trabajador independiente (035)",5825,72,,1442,2809,396,370,295,441
"Empleador o patrono (036)",190,,,28,91,19,17,13,22
"Trabajador familiar no remunerado (037)",713,16,3,169,412,42,33,20,18
"Trabajador del hogar (038)",22,1,,8,7,1,2,2,1
"Mujeres (040)",7590,310,10,1908,2680,557,735,378,1012
"Empleado (041)",2022,21,2,103,474,192,349,188,693
"Obrero (042)",635,25,1,187,290,47,51,12,22
"Trabajador independiente (043)",3117,179,3,955,1180,213,260,119,208
"Empleador o patrono (044)",101,5,,22,35,5,10,6,18
"Trabajador familiar no remunerado (045)",1158,53,3,517,433,46,34,28,44
"Trabajador del hogar (046)",557,27,1,124,268,54,31,25,27
,,,,,,,,,
"RURAL (048)",11333,352,5,3617,5245,684,553,334,543
"Empleado (049)",1025,11,,64,348,107,146,84,265
"Obrero (050)",3767,72,,741,2184,289,239,122,120
"Trabajador independiente (051)",4738,182,1,2000,1975,229,131,97,123
"Empleador o patrono (052)",160,1,,68,62,7,5,6,11
"Trabajador familiar no remunerado (053)",1410,76,4,656,561,44,25,24,20
"Trabajador del hogar (054)",233,10,,88,115,8,7,1,4
"Hombres (056)",8492,162,3,2447,4235,541,442,258,404
"Empleado (057)",682,5,,40,240,70,94,59,174
"Obrero (058)",3438,38,,611,2065,263,233,114,114
"Trabajador independiente (059)",3591,94,1,1489,1566,178,96,69,98
"Empleador o patrono (060)",125,1,,54,47,6,4,5,8
"Trabajador familiar no remunerado (061)",646,24,2,250,312,24,14,11,9
"Trabajador del hogar (062)",10,,,3,5,,1,,1
"Mujeres (064)",2841,190,2,1170,1010,143,111,76,139
"Empleado (065)",343,6,,24,108,37,52,25,91
"Obrero (066)",329,34,,130,119,26,6,8,6
"Trabajador independiente (067)",1147,88,,511,409,51,35,28,25
"Empleador o patrono (068)",35,,,14,15,1,1,1,3
"Trabajador familiar no remunerado (069)",764,52,2,406,249,20,11,13,11
"Trabajador del hogar (070)",223,10,,85,110,8,6,1,3
