"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJABAMBA (000)",21089,2153,25,13237,3179,410,1442,117,526
"Empleado (001)",2206,31,2,211,360,144,1002,60,396
"Obrero (002)",3095,299,2,2147,542,39,51,5,10
"Trabajador independiente (003)",11633,1265,14,7975,1717,187,323,45,107
"Empleador o patrono (004)",146,12,,72,32,6,14,2,8
"Trabajador familiar no remunerado (005)",3464,434,6,2517,437,26,38,2,4
"Trabajador del hogar (006)",545,112,1,315,91,8,14,3,1
"Hombres (008)",16909,1495,21,11440,2553,254,753,72,321
"Empleado (009)",1184,7,1,100,233,82,497,35,229
"Obrero (010)",2804,237,2,1955,515,36,45,4,10
"Trabajador independiente (011)",10054,993,13,7228,1408,123,186,30,73
"Empleador o patrono (012)",123,12,,65,29,1,9,2,5
"Trabajador familiar no remunerado (013)",2713,243,5,2074,360,11,15,1,4
"Trabajador del hogar (014)",31,3,,18,8,1,1,,
"Mujeres (016)",4180,658,4,1797,626,156,689,45,205
"Empleado (017)",1022,24,1,111,127,62,505,25,167
"Obrero (018)",291,62,,192,27,3,6,1,
"Trabajador independiente (019)",1579,272,1,747,309,64,137,15,34
"Empleador o patrono (020)",23,,,7,3,5,5,,3
"Trabajador familiar no remunerado (021)",751,191,1,443,77,15,23,1,
"Trabajador del hogar (022)",514,109,1,297,83,7,13,3,1
,,,,,,,,,
"URBANA (024)",5854,264,11,1921,1539,316,1228,104,471
"Empleado (025)",1878,20,1,153,304,116,868,54,362
"Obrero (026)",719,43,1,361,237,25,38,4,10
"Trabajador independiente (027)",2564,134,8,1076,808,141,270,39,88
"Empleador o patrono (028)",67,3,,16,20,5,13,2,8
"Trabajador familiar no remunerado (029)",353,29,1,165,106,21,27,2,2
"Trabajador del hogar (030)",273,35,,150,64,8,12,3,1
"Hombres (032)",3601,101,9,1248,1083,198,625,61,276
"Empleado (033)",1010,6,1,73,200,69,428,30,203
"Obrero (034)",645,27,1,322,225,24,33,3,10
"Trabajador independiente (035)",1710,57,7,749,575,96,145,25,56
"Empleador o patrono (036)",50,3,,14,17,1,8,2,5
"Trabajador familiar no remunerado (037)",174,8,,84,62,7,10,1,2
"Trabajador del hogar (038)",12,,,6,4,1,1,,
"Mujeres (040)",2253,163,2,673,456,118,603,43,195
"Empleado (041)",868,14,,80,104,47,440,24,159
"Obrero (042)",74,16,,39,12,1,5,1,
"Trabajador independiente (043)",854,77,1,327,233,45,125,14,32
"Empleador o patrono (044)",17,,,2,3,4,5,,3
"Trabajador familiar no remunerado (045)",179,21,1,81,44,14,17,1,
"Trabajador del hogar (046)",261,35,,144,60,7,11,3,1
,,,,,,,,,
"RURAL (048)",15235,1889,14,11316,1640,94,214,13,55
"Empleado (049)",328,11,1,58,56,28,134,6,34
"Obrero (050)",2376,256,1,1786,305,14,13,1,
"Trabajador independiente (051)",9069,1131,6,6899,909,46,53,6,19
"Empleador o patrono (052)",79,9,,56,12,1,1,,
"Trabajador familiar no remunerado (053)",3111,405,5,2352,331,5,11,,2
"Trabajador del hogar (054)",272,77,1,165,27,,2,,
"Hombres (056)",13308,1394,12,10192,1470,56,128,11,45
"Empleado (057)",174,1,,27,33,13,69,5,26
"Obrero (058)",2159,210,1,1633,290,12,12,1,
"Trabajador independiente (059)",8344,936,6,6479,833,27,41,5,17
"Empleador o patrono (060)",73,9,,51,12,,1,,
"Trabajador familiar no remunerado (061)",2539,235,5,1990,298,4,5,,2
"Trabajador del hogar (062)",19,3,,12,4,,,,
"Mujeres (064)",1927,495,2,1124,170,38,86,2,10
"Empleado (065)",154,10,1,31,23,15,65,1,8
"Obrero (066)",217,46,,153,15,2,1,,
"Trabajador independiente (067)",725,195,,420,76,19,12,1,2
"Empleador o patrono (068)",6,,,5,,1,,,
"Trabajador familiar no remunerado (069)",572,170,,362,33,1,6,,
"Trabajador del hogar (070)",253,74,1,153,23,,2,,
