"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",18814,152,7898,6771,3324,669
"Agric., ganadería, caza y silvicultura (001)",3588,51,963,1063,1075,436
"Explotación de minas y canteras (003)",7823,23,3710,3025,1018,47
"Industrias manufactureras (004)",341,2,130,120,75,14
"Suministro de electricidad, gas y agua (005)",12,,6,3,3,
"Construcción (006)",550,2,169,233,133,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1871,26,699,758,341,47
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,32,21,18,
"Comercio al por mayor (009)",59,,20,22,14,3
"Comercio al por menor (010)",1741,26,647,715,309,44
"Hoteles y restaurantes (011)",471,10,255,132,69,5
"Trans., almac. y comunicaciones (012)",191,2,75,76,31,7
"Intermediación financiera (013)",19,,11,5,3,
"Activid.inmobil., empres. y alquileres (014)",91,,28,41,20,2
"Admin.pub. y defensa; p. segur.soc afil (015)",162,,66,64,28,4
"Enseñanza (016)",337,,66,174,94,3
"Servicios sociales y de salud (017)",83,,33,31,17,2
"Otras activ. serv.comun.soc y personales (018)",117,2,61,31,17,6
"Hogares privados con servicio doméstico (019)",181,4,122,36,15,4
"Actividad economica no especificada (021)",523,2,232,192,70,27
"Desocupado (022)",2454,28,1272,787,315,52
"Hombres (023)",13904,82,5719,5144,2473,486
"Agric., ganadería, caza y silvicultura (024)",2414,22,604,733,744,311
"Explotación de minas y canteras (026)",6970,19,3337,2704,872,38
"Industrias manufactureras (027)",228,1,89,77,52,9
"Suministro de electricidad, gas y agua (028)",9,,5,2,2,
"Construcción (029)",540,2,162,230,133,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",661,10,196,272,153,30
"Venta, mant.y rep. veh.autom.y motoc. (031)",63,,27,21,15,
"Comercio al por mayor (032)",27,,7,10,9,1
"Comercio al por menor (033)",571,10,162,241,129,29
"Hoteles y restaurantes (034)",144,4,73,43,22,2
"Trans., almac. y comunicaciones (035)",164,,57,70,30,7
"Intermediación financiera (036)",12,,8,2,2,
"Activid.inmobil., empres. y alquileres (037)",80,,26,36,16,2
"Admin.pub. y defensa; p. segur.soc afil (038)",132,,46,57,25,4
"Enseñanza (039)",243,,38,120,82,3
"Servicios sociales y de salud (040)",35,,9,12,12,2
"Otras activ. serv.comun.soc y personales (041)",55,2,23,16,10,4
