"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PURUS",,,,,,,,,
"Viviendas particulares (001)",736,220,326,105,47,18,6,9,5
"Ocupantes presentes (002)",3527,849,1725,536,237,85,32,44,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",722,212,322,104,46,18,6,9,5
"Ocupantes presentes (005)",3479,824,1705,535,235,85,32,44,19
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,2,,,,,,,
"Ocupantes presentes (017)",5,5,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,3,1,,,,,,
"Ocupantes presentes (020)",20,13,7,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,3,3,1,1,,,,
"Ocupantes presentes (023)",23,7,13,1,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",249,56,69,55,37,15,6,7,4
"Ocupantes presentes (029)",1069,208,314,230,157,77,32,33,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",242,52,67,55,36,15,6,7,4
"Ocupantes presentes (032)",1037,191,301,230,155,77,32,33,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,3,1,,,,,,
"Ocupantes presentes (047)",20,13,7,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,1,1,,1,,,,
"Ocupantes presentes (050)",12,4,6,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",487,164,257,50,10,3,,2,1
"Ocupantes presentes (056)",2458,641,1411,306,80,8,,11,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",480,160,255,49,10,3,,2,1
"Ocupantes presentes (059)",2442,633,1404,305,80,8,,11,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,2,,,,,,,
"Ocupantes presentes (071)",5,5,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,2,2,1,,,,,
"Ocupantes presentes (077)",11,3,7,1,,,,,
"Otro tipo",,,,,,,,,
