"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia LAMBAYEQUE",,,
"Viviendas particulares (001)",54766,27287,27479
"Ocupantes presentes (002)",258671,128797,129874
"Casa independiente",,,
"Viviendas particulares (004)",51815,26488,25327
"Ocupantes presentes (005)",246863,125914,120949
"Departamento en edificio",,,
"Viviendas particulares (007)",272,272,
"Ocupantes presentes (008)",929,929,
"Vivienda en quinta",,,
"Viviendas particulares (010)",280,280,
"Ocupantes presentes (011)",1007,1007,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",132,112,20
"Ocupantes presentes (014)",449,372,77
"Choza o cabaña",,,
"Viviendas particulares (016)",1672,80,1592
"Ocupantes presentes (017)",7670,384,7286
"Vivienda improvisada",,,
"Viviendas particulares (019)",537,18,519
"Ocupantes presentes (020)",1572,79,1493
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",50,35,15
"Ocupantes presentes (023)",164,109,55
"Otro tipo",,,
"Viviendas particulares (025)",8,2,6
"Ocupantes presentes (026)",17,3,14
,,,
URBANA,,,
"Viviendas particulares (028)",27896,22503,5393
"Ocupantes presentes (029)",124818,103804,21014
"Casa independiente",,,
"Viviendas particulares (031)",26634,21791,4843
"Ocupantes presentes (032)",120734,101321,19413
"Departamento en edificio",,,
"Viviendas particulares (034)",272,272,
"Ocupantes presentes (035)",929,929,
"Vivienda en quinta",,,
"Viviendas particulares (037)",280,280,
"Ocupantes presentes (038)",1007,1007,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",132,112,20
"Ocupantes presentes (041)",449,372,77
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",537,18,519
"Ocupantes presentes (047)",1572,79,1493
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",36,30,6
"Ocupantes presentes (050)",115,96,19
"Otro tipo",,,
"Viviendas particulares (052)",5,,5
"Ocupantes presentes (053)",12,,12
,,,
RURAL,,,
"Viviendas particulares (055)",26870,4784,22086
"Ocupantes presentes (056)",133853,24993,108860
"Casa independiente",,,
"Viviendas particulares (058)",25181,4697,20484
"Ocupantes presentes (059)",126129,24593,101536
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1672,80,1592
"Ocupantes presentes (071)",7670,384,7286
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",14,5,9
"Ocupantes presentes (077)",49,13,36
"Otro tipo",,,
"Viviendas particulares (079)",3,2,1
"Ocupantes presentes (080)",5,3,2
