"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCAYO (000)",171347,55513,22356,74737,3897,11321,3523
"Conviviente (001)",40721,10981,6425,19705,900,2152,558
"Separado(a) (002)",7553,2110,790,3975,175,164,339
"Casado(a) (003)",64094,19809,7602,29960,1796,4407,520
"Viudo(a) (004)",5426,740,554,3580,140,270,142
"Divorciado(a) (005)",1333,535,108,609,42,17,22
"Soltero(a) (006)",52220,21338,6877,16908,844,4311,1942
"Hombres (008)",99460,29626,18150,44737,2628,4151,168
"Conviviente (009)",25921,6662,5386,12599,673,577,24
"Separado(a) (010)",1996,577,363,954,64,32,6
"Casado(a) (011)",40163,12113,6379,19424,1279,938,30
"Viudo(a) (012)",1586,200,264,995,42,82,3
"Divorciado(a) (013)",568,209,70,262,21,5,1
"Soltero(a) (014)",29226,9865,5688,10503,549,2517,104
"Mujeres (016)",71887,25887,4206,30000,1269,7170,3355
"Conviviente (017)",14800,4319,1039,7106,227,1575,534
"Separado(a) (018)",5557,1533,427,3021,111,132,333
"Casado(a) (019)",23931,7696,1223,10536,517,3469,490
"Viudo(a) (020)",3840,540,290,2585,98,188,139
"Divorciado(a) (021)",765,326,38,347,21,12,21
"Soltero(a) (022)",22994,11473,1189,6405,295,1794,1838
,,,,,,,
"URBANA (024)",153998,54071,19186,65637,3661,8111,3332
"Conviviente (025)",37078,10677,5636,17720,857,1666,522
"Separado(a) (026)",6950,2066,662,3593,166,134,329
"Casado(a) (027)",56171,19294,6299,25335,1667,3094,482
"Viudo(a) (028)",4570,721,445,2948,122,200,134
"Divorciado(a) (029)",1250,534,95,548,39,16,18
"Soltero(a) (030)",47979,20779,6049,15493,810,3001,1847
"Hombres (032)",87957,28779,15715,38104,2455,2748,156
"Conviviente (033)",23313,6449,4749,11070,636,389,20
"Separado(a) (034)",1846,566,325,862,60,27,6
"Casado(a) (035)",34505,11743,5332,15603,1181,618,28
"Viudo(a) (036)",1244,197,214,740,35,55,3
"Divorciado(a) (037)",533,208,64,237,19,5,
"Soltero(a) (038)",26516,9616,5031,9592,524,1654,99
"Mujeres (040)",66041,25292,3471,27533,1206,5363,3176
"Conviviente (041)",13765,4228,887,6650,221,1277,502
"Separado(a) (042)",5104,1500,337,2731,106,107,323
"Casado(a) (043)",21666,7551,967,9732,486,2476,454
"Viudo(a) (044)",3326,524,231,2208,87,145,131
"Divorciado(a) (045)",717,326,31,311,20,11,18
"Soltero(a) (046)",21463,11163,1018,5901,286,1347,1748
,,,,,,,
"RURAL (048)",17349,1442,3170,9100,236,3210,191
"Conviviente (049)",3643,304,789,1985,43,486,36
"Separado(a) (050)",603,44,128,382,9,30,10
"Casado(a) (051)",7923,515,1303,4625,129,1313,38
"Viudo(a) (052)",856,19,109,632,18,70,8
"Divorciado(a) (053)",83,1,13,61,3,1,4
"Soltero(a) (054)",4241,559,828,1415,34,1310,95
"Hombres (056)",11503,847,2435,6633,173,1403,12
"Conviviente (057)",2608,213,637,1529,37,188,4
"Separado(a) (058)",150,11,38,92,4,5,
"Casado(a) (059)",5658,370,1047,3821,98,320,2
"Viudo(a) (060)",342,3,50,255,7,27,
"Divorciado(a) (061)",35,1,6,25,2,,1
"Soltero(a) (062)",2710,249,657,911,25,863,5
"Mujeres (064)",5846,595,735,2467,63,1807,179
"Conviviente (065)",1035,91,152,456,6,298,32
"Separado(a) (066)",453,33,90,290,5,25,10
"Casado(a) (067)",2265,145,256,804,31,993,36
"Viudo(a) (068)",514,16,59,377,11,43,8
"Divorciado(a) (069)",48,,7,36,1,1,3
"Soltero(a) (070)",1531,310,171,504,9,447,90
